"200012137","83583","2"
"200012267","80925","9"
"200012434","15493","2"
"200012434","128657","2"
"200012434","128749","2"
"200012613","51263","2"
"200012753","142740","2"
"200012854","112589","2"
"200012944","117702","2"
"200012944","117707","2"
"200012944","117709","2"
"200012944","117710","2"
"200013172","18372","2"
"200013328","101395","8"
"200013328","134298","8"
"200013615","1555","9"
"200013615","1556","9"
"200013615","101395","9"
"200013858","126203","2"
"200014034","36388","1"
"200014034","36388","2"
"200014034","118411","1"
"200014034","118411","2"
"200014201","118978","1"
"200014201","118978","2"
"200014201","119411","1"
"200014201","119411","2"
"200014405","110764","2"
"200014549","12321","2"
"200014549","87138","2"
"200014742","21863","2"
"200014742","74027","2"
"200014742","78745","2"
"200014742","121056","2"
"200014742","121371","2"
"200015163","18357","2"
"200015163","103549","2"
"200015303","38872","2"
"200015303","39366","2"
"200015303","121841","2"
"200015498","21853","2"
"200015498","21987","2"
"200015498","88513","2"
"200015713","95253","2"
"200015806","121061","2"
"200015806","121062","2"
"200015946","63803","1"
"200015946","64585","1"
"200016183","2415","1"
"200016183","43726","1"
"200016380","39366","2"
"200016573","90462","1"
"200016573","90462","2"
"200016702","90462","1"
"200016702","90462","2"
"200016855","147201","2"
"200017031","115229","2"
"200017031","115232","2"
"200017031","121842","2"
"200017282","38469","2"
"200017282","38873","2"
"200017282","39167","2"
"200017282","39318","2"
"200017282","39367","2"
"200017282","45635","2"
"200017282","49136","2"
"200017282","90463","2"
"200017531","12593","2"
"200017531","12593","22"
"200017531","18381","2"
"200017531","18381","22"
"200017674","31204","2"
"200017674","31204","22"
"200017674","38547","2"
"200017674","38547","22"
"200017674","38548","2"
"200017674","38548","22"
"200017865","12586","2"
"200017865","31259","2"
"200017865","58460","2"
"200017865","58463","2"
"200017865","64353","2"
"200017865","64356","2"
"200017865","74028","2"
"200017865","110928","2"
"200017865","113742","2"
"200017865","136302","2"
"200018158","7762","2"
"200018158","57503","2"
"200018158","111949","2"
"200018158","136312","2"
"200018158","139647","2"
"200018405","57503","9"
"200018405","57503","10"
"200018526","7996","2"
"200018526","10266","2"
"200018526","10267","2"
"200018526","27537","2"
"200018526","142547","2"
"200018526","142550","2"
"200018526","142558","2"
"200018813","7996","9"
"200018813","7996","10"
"200018813","10267","9"
"200018813","10267","10"
"200018813","113038","9"
"200018813","113038","10"
"200018813","142547","9"
"200018813","142547","10"
"200018813","142550","9"
"200018813","142550","10"
"200018813","142558","9"
"200018813","142558","10"
"200019182","108836","9"
"200019182","108836","10"
"200019273","22089","9"
"200019273","22089","10"
"200019448","2440","8"
"200019448","2440","9"
"200019448","2440","10"
"200019448","2440","11"
"200019792","9532","11"
"200019982","136877","11"
"200020133","142547","2"
"200020259","120549","2"
"200020259","125404","2"
"200020449","73453","9"
"200020449","73453","10"
"200020671","66637","9"
"200020671","66637","10"
"200020671","66642","9"
"200020671","66642","10"
"200020671","83978","9"
"200020671","83978","10"
"200020671","83982","9"
"200020671","83982","10"
"200020926","42764","9"
"200020926","42764","10"
"200020926","123590","9"
"200020926","123590","10"
"200021065","5163","8"
"200021065","5163","9"
"200021065","5163","10"
"200021065","5165","8"
"200021065","5165","9"
"200021065","5165","10"
"200021065","5558","8"
"200021065","5558","9"
"200021065","5558","10"
"200021065","5560","8"
"200021065","5560","9"
"200021065","5560","10"
"200021065","106694","8"
"200021065","106694","9"
"200021065","106694","10"
"200021065","106703","8"
"200021065","106703","9"
"200021065","106703","10"
"200021554","43814","9"
"200021554","43814","10"
"200021554","43815","9"
"200021554","43815","10"
"200021679","26646","9"
"200021679","26646","10"
"200021679","26647","9"
"200021679","26647","10"
"200021826","24378","9"
"200021997","51263","9"
"200022099","17385","9"
"200022099","17385","10"
"200022099","17386","9"
"200022099","17386","10"
"200022099","17398","9"
"200022099","17398","10"
"200022099","17400","9"
"200022099","17400","10"
"200022316","19627","9"
"200022316","116886","9"
"200022316","134576","9"
"200022316","134579","9"
"200022316","134583","9"
"200022686","7996","2"
"200022686","7996","8"
"200022686","7996","9"
"200022686","7996","10"
"200022686","7996","11"
"200022686","16698","2"
"200022686","16698","8"
"200022686","16698","9"
"200022686","16698","10"
"200022686","16698","11"
"200022686","42388","2"
"200022686","42388","8"
"200022686","42388","9"
"200022686","42388","10"
"200022686","42388","11"
"200022686","42391","2"
"200022686","42391","8"
"200022686","42391","9"
"200022686","42391","10"
"200022686","42391","11"
"200022686","98601","2"
"200022686","98601","8"
"200022686","98601","9"
"200022686","98601","10"
"200022686","98601","11"
"200022686","125917","2"
"200022686","125917","8"
"200022686","125917","9"
"200022686","125917","10"
"200022686","125917","11"
"200023244","33963","10"
"200023244","33964","10"
"200023380","21942","10"
"200023473","52311","2"
"200023473","98357","2"
"200023473","98600","2"
"200023473","98601","2"
"200023473","100019","2"
"200023646","28961","2"
"200023646","45529","2"
"200023646","97080","2"
"200023646","129052","2"
"200023868","14587","2"
"200023868","97080","2"
"200023868","147201","2"
"200024047","27566","2"
"200024047","110848","2"
"200024047","111133","2"
"200024279","5824","9"
"200024279","5824","10"
"200024279","107388","9"
"200024279","107388","10"
"200024279","108771","9"
"200024279","108771","10"
"200024279","109088","9"
"200024279","109088","10"
"200024279","110220","9"
"200024279","110220","10"
"200024279","110260","9"
"200024279","110260","10"
"200024279","111133","9"
"200024279","111133","10"
"200024279","111136","9"
"200024279","111136","10"
"200024279","142091","9"
"200024279","142091","10"
"200024649","51382","9"
"200024649","51382","10"
"200024649","109668","9"
"200024649","109668","10"
"200024649","109670","9"
"200024649","109670","10"
"200024814","51382","1"
"200024814","51382","2"
"200024814","51383","1"
"200024814","51383","2"
"200024814","109668","1"
"200024814","109668","2"
"200024814","109670","1"
"200024814","109670","2"
"200025034","75915","2"
"200025034","142893","2"
"200025203","126392","8"
"200025203","126392","10"
"200025203","131272","8"
"200025203","131272","10"
"200025203","131274","8"
"200025203","131274","10"
"200025510","31528","8"
"200025654","79112","8"
"200025654","79112","9"
"200025654","79112","10"
"200025654","80955","8"
"200025654","80955","9"
"200025654","80955","10"
"200025654","109960","8"
"200025654","109960","9"
"200025654","109960","10"
"200025654","138532","8"
"200025654","138532","9"
"200025654","138532","10"
"200025654","139236","8"
"200025654","139236","9"
"200025654","139236","10"
"200025654","139499","8"
"200025654","139499","9"
"200025654","139499","10"
"200025985","137232","8"
"200026153","131272","1"
"200026153","131272","2"
"200026153","131272","23"
"200026153","131274","1"
"200026153","131274","2"
"200026153","131274","23"
"200026385","34391","2"
"200026385","34391","23"
"200026385","79112","2"
"200026385","79112","23"
"200026385","109960","2"
"200026385","109960","23"
"200026385","121329","2"
"200026385","121329","23"
"200026385","137232","2"
"200026385","137232","23"
"200026385","139499","2"
"200026385","139499","23"
"200026734","140648","2"
"200026734","140667","2"
"200026941","120543","2"
"200026941","129826","2"
"200027064","77690","2"
"200027064","79112","2"
"200027064","142822","2"
"200027268","45032","8"
"200027268","126620","2"
"200027268","126620","8"
"200027570","124370","9"
"200027705","45020","8"
"200027705","45032","8"
"200027705","64558","8"
"200027705","106694","8"
"200027705","126622","8"
"200027705","126624","8"
"200028010","66511","8"
"200028167","31150","8"
"200028167","126624","8"
"200028362","70492","10"
"200028362","109894","10"
"200028565","121521","2"
"200028565","121521","22"
"200028876","36694","2"
"200029025","60121","2"
"200029214","12397","2"
"200029336","120074","2"
"200029336","120074","22"
"200029336","121531","2"
"200029336","121531","22"
"200029518","49375","2"
"200029518","49375","22"
"200029630","17015","2"
"200029630","17015","22"
"200029742","13046","2"
"200029836","65666","2"
"200029836","112102","2"
"200030010","121788","2"
"200030010","121788","22"
"200030010","121800","2"
"200030010","121800","22"
"200030142","57704","2"
"200030142","133388","2"
"200030366","17098","2"
"200030366","31083","2"
"200030463","17075","10"
"200030647","17082","2"
"200030647","27142","2"
"200030853","39316","1"
"200030853","39316","2"
"200031068","31134","2"
"200031181","31134","10"
"200031277","45657","2"
"200031277","58454","2"
"200031418","19112","2"
"200031540","60552","2"
"200031540","60552","22"
"200031540","75826","2"
"200031540","75826","22"
"200031663","24601","2"
"200031663","24859","2"
"200031663","75828","2"
"200031820","44983","2"
"200031820","44983","22"
"200031820","44986","2"
"200031820","44986","22"
"200031820","75822","2"
"200031820","75822","22"
"200032297","29651","2"
"200032297","29651","22"
"200032414","19106","2"
"200032539","121773","2"
"200032539","121773","22"
"200032778","121773","2"
"200032778","121773","22"
"200032981","51688","2"
"200032981","51688","22"
"200032981","58272","2"
"200032981","58272","22"
"200032981","79360","2"
"200032981","79360","22"
"200032981","79520","2"
"200032981","79520","22"
"200033203","58014","2"
"200033203","58014","22"
"200033203","58272","2"
"200033203","58272","22"
"200033406","125183","2"
"200033599","79040","6"
"200033599","79040","7"
"200033852","116099","2"
"200033955","119400","2"
"200034115","25508","2"
"200034115","123354","2"
"200034288","60111","2"
"200034288","80927","2"
"200034288","106212","2"
"200034634","116198","8"
"200034758","86502","2"
"200034758","87187","2"
"200034758","103415","2"
"200034948","15238","2"
"200035089","25833","2"
"200035089","62364","2"
"200035259","119312","2"
"200035448","50029","8"
"200035603","12030","2"
"200035758","25789","2"
"200035758","25789","8"
"200035758","25789","9"
"200035758","25817","2"
"200035758","25817","8"
"200035758","25817","9"
"200036178","142884","1"
"200036362","75915","2"
"200036362","75915","8"
"200036362","75915","9"
"200036362","142884","2"
"200036362","142884","8"
"200036362","142884","9"
"200036685","124164","2"
"200036685","124164","9"
"200036780","116252","2"
"200036780","116263","2"
"200036932","75745","8"
"200036932","75745","9"
"200036932","121962","8"
"200036932","121962","9"
"200037138","52736","2"
"200037138","111895","2"
"200037298","118580","2"
"200037298","118580","8"
"200037298","118580","9"
"200037514","35364","8"
"200037514","42997","8"
"200037680","108582","8"
"200037779","133808","9"
"200037919","12018","2"
"200037919","12018","9"
"200037919","12030","2"
"200037919","12030","9"
"200038199","38722","2"
"200038199","38722","9"
"200038365","27470","8"
"200038365","27472","8"
"200038365","37274","8"
"200038687","121052","8"
"200038687","121148","8"
"200038687","121149","8"
"200038849","8006","8"
"200038849","26997","8"
"200038849","26998","8"
"200038849","27001","8"
"200038849","38006","8"
"200038849","39110","8"
"200038849","118067","8"
"200039121","15571","8"
"200039267","102618","8"
"200039385","81784","2"
"200039385","81784","8"
"200039488","143265","8"
"200039680","53007","8"
"200039680","58583","8"
"200039824","98607","8"
"200039950","53143","8"
"200039950","87110","8"
"200040084","102589","8"
"200040188","49703","8"
"200040188","130737","8"
"200040353","60195","2"
"200040353","60195","9"
"200040353","89020","2"
"200040353","89020","9"
"200040766","25797","2"
"200040928","80959","2"
"200040928","80959","9"
"200041206","64070","8"
"200041417","78104","2"
"200041417","78104","8"
"200041554","112914","8"
"200041687","28601","8"
"200041866","49611","2"
"200041866","49611","8"
"200042017","118480","2"
"200042017","118480","8"
"200042017","118480","9"
"200042173","103430","8"
"200042364","129909","8"
"200042479","81515","8"
"200042641","81515","8"
"200042792","11490","1"
"200042936","97808","8"
"200043078","38018","9"
"200043078","38249","9"
"200043078","57983","9"
"200043078","104263","9"
"200043278","121151","2"
"200043278","121151","9"
"200043278","121483","2"
"200043278","121483","9"
"200043278","124455","2"
"200043278","124455","9"
"200043278","124462","2"
"200043278","124462","9"
"200043480","98443","8"
"200043480","98443","9"
"200043480","115552","8"
"200043480","115552","9"
"200043683","39110","2"
"200043683","39110","9"
"200043683","101742","2"
"200043683","101742","9"
"200043683","103863","2"
"200043683","103863","9"
"200043683","104464","2"
"200043683","104464","9"
"200043912","103644","9"
"200044037","130387","2"
"200044037","130387","9"
"200044149","9594","9"
"200044149","34321","9"
"200044149","34323","9"
"200044149","39125","2"
"200044149","39125","9"
"200044149","47034","9"
"200044149","48270","9"
"200044149","48272","9"
"200044149","57503","9"
"200044149","60816","9"
"200044149","95096","2"
"200044149","95096","9"
"200044149","104547","9"
"200044149","111689","9"
"200044149","133567","9"
"200044149","133568","9"
"200044149","135285","9"
"200044149","135286","9"
"200044797","39110","22"
"200044797","39125","22"
"200045064","42615","8"
"200045145","104381","2"
"200045145","104382","2"
"200045145","104383","2"
"200045240","12639","9"
"200045240","37966","9"
"200045346","39114","2"
"200045346","137620","2"
"200045532","104547","2"
"200045639","32561","8"
"200045639","39110","8"
"200045639","60195","8"
"200045817","79222","2"
"200045817","83508","2"
"200045817","83508","8"
"200045817","109471","2"
"200045817","121131","2"
"200045817","121180","2"
"200045817","121182","2"
"200045817","132175","2"
"200046022","128782","8"
"200046151","52309","2"
"200046151","52309","8"
"200046151","106688","2"
"200046382","48379","2"
"200046382","49391","2"
"200046382","112970","2"
"200046534","39110","2"
"200046534","57466","2"
"200047032","18360","9"
"200047172","62248","2"
"200047317","135893","8"
"200047317","135895","8"
"200047511","15992","9"
"200047610","143390","5"
"200047610","143390","8"
"200047745","12431","8"
"200047745","143390","8"
"200047945","6931","8"
"200047945","6931","9"
"200047945","26259","8"
"200047945","26259","9"
"200047945","39110","8"
"200047945","39110","9"
"200047945","42192","8"
"200047945","42192","9"
"200047945","48992","8"
"200047945","48992","9"
"200047945","52648","8"
"200047945","52648","9"
"200047945","52757","8"
"200047945","52757","9"
"200047945","61055","8"
"200047945","61055","9"
"200047945","107950","8"
"200047945","107950","9"
"200047945","133566","8"
"200047945","133566","9"
"200048633","30909","8"
"200048633","146006","8"
"200048790","71354","9"
"200048912","51582","9"
"200049007","118944","9"
"200049102","61056","9"
"200049197","141317","9"
"200049309","95066","9"
"200049309","95096","9"
"200049483","137620","9"
"200049669","30302","9"
"200049770","119019","9"
"200049900","37096","2"
"200049900","37096","8"
"200049900","37096","9"
"200049900","37608","2"
"200049900","37608","8"
"200049900","37608","9"
"200049900","97842","2"
"200049900","97842","8"
"200049900","97842","9"
"200049900","126722","2"
"200049900","126722","8"
"200049900","126722","9"
"200049900","126725","2"
"200049900","126725","8"
"200049900","126725","9"
"200049900","137296","2"
"200049900","137296","8"
"200049900","137296","9"
"200049900","137374","2"
"200049900","137374","8"
"200049900","137374","9"
"200049900","137820","2"
"200049900","137820","8"
"200049900","137820","9"
"200050315","97843","8"
"200050454","129833","8"
"200050652","8906","8"
"200050652","38371","8"
"200050652","57474","8"
"200050652","106688","8"
"200050652","143390","8"
"200051060","115466","8"
"200051170","121215","8"
"200051370","121214","8"
"200051511","26583","9"
"200051637","31763","2"
"200051761","30503","2"
"200051761","30503","9"
"200051761","39125","2"
"200051761","39125","9"
"200051942","33483","2"
"200052043","112126","9"
"200052043","141288","9"
"200052253","141288","2"
"200052374","62334","8"
"200052374","143390","8"
"200052548","47504","9"
"200052548","47877","9"
"200052548","47886","9"
"200052548","69525","9"
"200052845","126467","11"
"200053035","107388","2"
"200053159","11272","9"
"200053159","67854","9"
"200053159","74267","9"
"200053159","103643","9"
"200053341","67854","8"
"200053517","69432","8"
"200053656","31770","8"
"200053656","31772","8"
"200053889","31770","1"
"200053889","31772","1"
"200054059","31785","8"
"200054059","31785","11"
"200054059","102319","8"
"200054059","102319","11"
"200054059","102322","8"
"200054059","102322","11"
"200054285","28464","2"
"200054285","28464","8"
"200054535","89997","1"
"200054628","12789","9"
"200054628","17388","9"
"200054628","42440","9"
"200054628","47281","9"
"200054628","53268","9"
"200054628","57446","9"
"200054628","86792","9"
"200054628","120488","9"
"200055010","41124","2"
"200055142","87505","2"
"200055142","104788","2"
"200055142","110387","2"
"200055539","105123","1"
"200055709","140667","1"
"200055871","105123","8"
"200056093","69432","8"
"200056188","51710","1"
"200056188","118067","1"
"200056334","17199","1"
"200056334","87505","1"
"200056589","106258","1"
"200056683","123379","1"
"200056829","123354","1"
"200056930","12431","9"
"200056930","14276","9"
"200056930","34878","9"
"200056930","57900","2"
"200056930","57900","9"
"200056930","62318","9"
"200057410","77344","2"
"200057506","74693","2"
"200057506","74724","2"
"200057665","136533","2"
"200057764","39297","11"
"200057895","49888","1"
"200058014","32163","1"
"200058135","74112","1"
"200058265","75097","1"
"200058401","78301","1"
"200058516","106412","1"
"200058516","144030","1"
"200058645","47157","1"
"200058645","100216","1"
"200058794","47395","1"
"200058897","19698","1"
"200058897","62338","1"
"200059019","12431","9"
"200059019","21346","9"
"200059019","44834","9"
"200059019","57436","9"
"200059019","62320","9"
"200059376","44834","2"
"200059559","21357","2"
"200059559","21357","9"
"200059769","85382","2"
"200059769","85382","9"
"200059899","636","2"
"200060063","636","1"
"200060185","17687","2"
"200060185","30909","2"
"200060185","62253","2"
"200060185","68436","2"
"200060477","4292","9"
"200060477","21703","9"
"200060477","89671","9"
"200060477","123381","9"
"200060701","34576","8"
"200060701","34577","8"
"200060833","21703","8"
"200060833","21703","9"
"200060833","34957","8"
"200060833","34957","9"
"200060833","34958","8"
"200060833","34958","9"
"200060833","41796","8"
"200060833","41796","9"
"200061079","20608","8"
"200061079","20609","8"
"200061219","32688","8"
"200061219","32688","9"
"200061219","53152","8"
"200061219","53152","9"
"200061401","140558","9"
"200061401","140559","9"
"200061595","35629","9"
"200061595","35630","9"
"200061595","35631","9"
"200061595","49038","9"
"200061595","125741","9"
"200061595","125746","9"
"200061595","139122","9"
"200061933","45371","8"
"200061933","77439","8"
"200062067","135108","8"
"200062067","135108","9"
"200062203","49630","2"
"200062203","83674","2"
"200062397","95341","2"
"200062582","125741","8"
"200062582","125746","8"
"200062774","6524","8"
"200062774","6524","9"
"200062774","6524","10"
"200062774","6524","11"
"200062973","9984","8"
"200063095","62253","2"
"200063291","70898","10"
"200063291","70898","11"
"200063557","69072","1"
"200063724","69072","10"
"200063724","69072","11"
"200063916","122688","8"
"200063916","122688","9"
"200063916","122688","10"
"200063916","122688","11"
"200064095","3924","11"
"200064095","8902","11"
"200064095","95991","11"
"200064095","110004","11"
"200064487","82402","8"
"200064487","82402","9"
"200064643","66074","9"
"200064643","66074","10"
"200064643","66074","11"
"200064889","68719","10"
"200065070","66074","1"
"200065070","66074","2"
"200065070","127682","1"
"200065070","127682","2"
"200065370","62318","8"
"200065495","12337","1"
"200065495","12337","2"
"200065639","57446","8"
"200065639","62318","8"
"200065639","127682","8"
"200065639","128603","8"
"200066025","84334","2"
"200066025","106204","2"
"200066025","142509","2"
"200066025","144053","2"
"200066191","32028","2"
"200066191","143554","2"
"200066685","32028","20"
"200066862","12262","2"
"200066977","130710","1"
"200067129","121993","2"
"200067274","15278","2"
"200067274","15279","2"
"200067274","121795","2"
"200067274","121814","2"
"200067274","121936","2"
"200067545","98834","2"
"200067545","127654","2"
"200067545","128777","2"
"200067850","128135","1"
"200067850","128135","2"
"200067999","45215","1"
"200067999","45215","8"
"200067999","45215","11"
"200067999","45217","1"
"200067999","45217","8"
"200067999","45217","11"
"200067999","93260","1"
"200067999","93260","8"
"200067999","93260","11"
"200067999","93262","1"
"200067999","93262","8"
"200067999","93262","11"
"200067999","134801","1"
"200067999","134801","8"
"200067999","134801","11"
"200068467","37707","11"
"200068467","37708","11"
"200068627","51955","1"
"200068627","109529","1"
"200068740","134766","2"
"200068858","45175","1"
"200068858","45175","11"
"200069012","126525","8"
"200069012","126525","11"
"200069012","126525","22"
"200069166","60695","1"
"200069295","109976","8"
"200069295","109976","11"
"200069295","116811","8"
"200069295","116811","11"
"200069570","143004","1"
"200069747","128936","2"
"200069747","128936","22"
"200069879","69334","8"
"200069879","69334","9"
"200069879","69334","10"
"200069879","69334","11"
"200069879","145989","8"
"200069879","145989","9"
"200069879","145989","10"
"200069879","145989","11"
"200070439","134563","10"
"200070439","134563","11"
"200070633","28578","8"
"200070736","19513","8"
"200070816","2971","10"
"200070816","95756","10"
"200070816","135685","10"
"200071037","37020","10"
"200071178","44612","9"
"200071178","133983","9"
"200071178","134054","9"
"200071547","107644","9"
"200071646","82237","9"
"200071646","82240","9"
"200071646","82241","9"
"200071803","95268","8"
"200071803","106211","8"
"200072012","80925","1"
"200072012","80925","2"
"200072012","80962","1"
"200072012","80962","2"
"200072012","84604","1"
"200072012","84604","2"
"200072012","97085","1"
"200072012","97085","2"
"200072012","97835","1"
"200072012","97835","2"
"200072012","97838","1"
"200072012","97838","2"
"200072012","100115","1"
"200072012","100115","2"
"200072012","100800","1"
"200072012","100800","2"
"200072012","106126","1"
"200072012","106126","2"
"200072012","110005","1"
"200072012","110005","2"
"200072012","123607","1"
"200072012","123607","2"
"200072012","129789","1"
"200072012","129789","2"
"200072012","139807","1"
"200072012","139807","2"
"200072012","143526","1"
"200072012","143526","2"
"200072012","143528","1"
"200072012","143528","2"
"200072586","139807","8"
"200072730","143917","8"
"200072897","124962","1"
"200072989","40955","8"
"200072989","41641","8"
"200072989","44606","8"
"200072989","97069","8"
"200073343","42081","8"
"200073343","44282","8"
"200073343","142179","8"
"200073584","127642","8"
"200073813","106471","2"
"200073813","106471","9"
"200074038","19023","1"
"200074038","19023","2"
"200074038","31184","1"
"200074038","31184","2"
"200074038","34564","1"
"200074038","34564","2"
"200074038","80925","1"
"200074038","80925","2"
"200074038","118959","1"
"200074038","118959","2"
"200074038","126204","1"
"200074038","126204","2"
"200074038","129782","1"
"200074038","129782","2"
"200074038","129792","1"
"200074038","129792","2"
"200074453","39748","1"
"200074558","14013","10"
"200074558","29168","10"
"200074730","92054","10"
"200074834","14935","2"
"200074834","63242","2"
"200074834","118627","2"
"200075021","45490","9"
"200075021","45490","10"
"200075021","45492","9"
"200075021","45492","10"
"200075021","47303","9"
"200075021","47303","10"
"200075021","71432","9"
"200075021","71432","10"
"200075021","94966","9"
"200075021","94966","10"
"200075021","133305","9"
"200075021","133305","10"
"200075021","133308","9"
"200075021","133308","10"
"200075021","143390","9"
"200075021","143390","10"
"200075021","143393","9"
"200075021","143393","10"
"200075021","143396","9"
"200075021","143396","10"
"200075021","143401","9"
"200075021","143401","10"
"200075021","143411","9"
"200075021","143411","10"
"200075421","12492","9"
"200075421","12492","10"
"200075421","44693","9"
"200075421","44693","10"
"200075421","136011","9"
"200075421","136011","10"
"200075421","136012","9"
"200075421","136012","10"
"200075421","142893","9"
"200075421","142893","10"
"200075708","51101","10"
"200075875","101395","8"
"200075998","95120","9"
"200075998","95120","10"
"200075998","95285","9"
"200075998","95285","10"
"200075998","95301","9"
"200075998","95301","10"
"200076114","47303","2"
"200076114","71432","2"
"200076114","95975","2"
"200076114","133305","2"
"200076114","143411","2"
"200076400","11544","2"
"200076400","12336","2"
"200076400","21638","2"
"200076400","21728","2"
"200076400","24849","2"
"200076400","37295","2"
"200076400","64996","2"
"200076400","106193","2"
"200076400","106471","2"
"200076400","109773","2"
"200076400","109833","2"
"200076400","109833","8"
"200076400","110883","2"
"200076400","110883","8"
"200076400","119513","2"
"200076400","123652","2"
"200076400","124470","2"
"200076400","132673","2"
"200076400","132673","8"
"200076400","139560","2"
"200076400","142289","2"
"200076400","142290","2"
"200076400","142290","8"
"200077071","43478","8"
"200077071","43478","11"
"200077071","123652","8"
"200077071","123652","11"
"200077071","123653","8"
"200077071","123653","11"
"200077369","73427","8"
"200077458","52290","2"
"200077458","62747","2"
"200077458","110883","2"
"200077606","24459","10"
"200077606","52290","10"
"200077698","24459","2"
"200077698","24459","13"
"200077698","24459","22"
"200077698","52290","2"
"200077698","52290","13"
"200077698","52290","22"
"200077698","126425","2"
"200077698","126425","13"
"200077698","126425","22"
"200077698","127694","2"
"200077698","127694","13"
"200077698","127694","22"
"200077950","24459","9"
"200077950","24459","10"
"200077950","126425","9"
"200077950","126425","10"
"200078138","51263","2"
"200078138","51263","23"
"200078316","128936","2"
"200078401","127682","2"
"200078401","127682","22"
"200078578","58389","8"
"200078665","2971","2"
"200078760","21027","8"
"200078760","21027","9"
"200078760","134978","8"
"200078760","134978","9"
"200079470","30229","4"
"200079470","30229","11"
"200079629","69719","8"
"200079788","35864","9"
"200079788","35867","9"
"200079951","70890","8"
"200080169","70556","8"
"200080169","70558","8"
"200080304","38055","8"
"200080304","38055","9"
"200080456","141321","8"
"200080456","141321","9"
"200080589","141321","9"
"200080705","91662","8"
"200080929","81549","8"
"200081072","2001","8"
"200081072","2001","15"
"200081072","37515","8"
"200081072","37515","15"
"200081367","134665","9"
"200081509","36571","9"
"200081725","17385","8"
"200081725","17385","9"
"200081725","32491","8"
"200081725","32491","9"
"200081725","62564","8"
"200081725","62564","9"
"200082081","2955","9"
"200082081","2955","10"
"200082081","63084","9"
"200082081","63084","10"
"200082308","27600","8"
"200082308","27600","9"
"200082308","40241","8"
"200082308","40241","9"
"200082563","110004","8"
"200082563","110095","8"
"200082714","39110","8"
"200082929","101248","8"
"200082929","103389","8"
"200083124","11217","8"
"200083334","77454","8"
"200083523","126435","8"
"200083661","124086","8"
"200083809","93368","8"
"200083809","93368","9"
"200083809","93369","8"
"200083809","93369","9"
"200084107","140916","2"
"200084230","83189","9"
"200084230","83197","9"
"200084562","83189","8"
"200084738","38541","9"
"200084738","39377","9"
"200085046","38468","9"
"200085046","38471","9"
"200085246","122904","8"
"200085246","122904","9"
"200085353","91836","2"
"200085353","95090","2"
"200085506","88573","9"
"200085506","88576","9"
"200085626","5516","8"
"200085626","5516","9"
"200085626","5516","17"
"200085626","6014","8"
"200085626","6014","9"
"200085626","6014","17"
"200085626","41867","8"
"200085626","41867","9"
"200085626","41867","17"
"200085626","70392","8"
"200085626","70392","9"
"200085626","70392","17"
"200085626","92534","8"
"200085626","92534","9"
"200085626","92534","17"
"200085907","114399","8"
"200086077","14935","9"
"200086077","76381","9"
"200086077","99468","9"
