"synsetid","wordid","sentenceid"
"201065630","10469","14"
"201066775","23182","14"
"201067816","120161","157"
"201067816","120161","158"
"201076615","58418","14"
"201076615","87138","14"
"201079480","83269","14"
"201079480","83269","15"
"201079480","101395","14"
"201079480","101395","15"
"201083373","35037","10"
"201083373","35758","130"
"201086103","107585","131"
"201086103","113377","131"
"201089878","2779","151"
"201089878","60327","151"
"201090335","48277","14"
"201090335","48277","15"
"201092366","12112","14"
"201092366","12112","15"
"201100145","144988","97"
"201101103","94889","130"
"201101103","94920","130"
"201101913","12492","130"
"201101913","12500","130"
"201101913","32004","130"
"201101913","135701","130"
"201101913","140398","130"
"201102997","86504","130"
"201102997","100667","130"
"201102997","144068","130"
"201102997","145972","130"
"201103336","38780","130"
"201103603","144495","130"
"201104018","95071","130"
"201104248","113044","130"
"201104248","124370","130"
"201104852","94938","15"
"201104852","94968","15"
"201104852","95216","15"
"201105097","94855","15"
"201105186","94813","15"
"201105186","94924","15"
"201105296","94917","15"
"201105385","94919","15"
"201105526","94826","130"
"201105639","94816","15"
"201107024","139668","15"
"201107254","94923","15"
"201107544","94967","15"
"201107625","94800","15"
"201107806","94850","15"
"201108053","118464","15"
"201108148","34560","130"
"201108148","95071","130"
"201109087","139657","130"
"201109259","13433","130"
"201109259","94816","130"
"201109259","94847","130"
"201109259","115956","130"
"201109259","135808","130"
"201109431","94842","130"
"201109644","91249","130"
"201110247","94877","130"
"201110247","94878","130"
"201110247","94938","130"
"201110517","95184","130"
"201110517","95200","130"
"201110517","95304","130"
"201110661","125473","15"
"201110880","94879","15"
"201114475","23565","15"
"201121508","67517","130"
"201126051","126278","25"
"201135683","121803","161"
"201139104","124954","69"
"201139865","14206","161"
"201139865","14263","161"
"201140065","31049","161"
"201140184","117028","161"
"201140794","48875","166"
"201140794","48875","167"
"201141413","16801","161"
"201141612","5649","161"
"201141763","135599","166"
"201141763","135599","167"
"201141938","143943","161"
"201142070","119365","161"
"201142761","107546","161"
"201142899","50814","161"
"201143028","60353","161"
"201143147","144028","161"
"201143266","101875","166"
"201143266","101875","167"
"201143410","89533","161"
"201143498","116518","161"
"201143614","118538","161"
"201143713","134928","166"
"201143713","134928","167"
"201143838","66009","166"
"201143838","66009","167"
"201145024","50836","161"
"201145365","71365","161"
"201145468","125899","161"
"201145612","62364","161"
"201145766","45620","161"
"201145944","50814","161"
"201147060","34678","130"
"201147060","96856","130"
"201154957","94888","15"
"201155687","13459","69"
"201156834","62318","52"
"201156834","69206","35"
"201156834","129777","52"
"201156834","129820","35"
"201157517","35371","148"
"201157517","40367","35"
"201157517","40374","35"
"201157517","113399","35"
"201157517","145246","35"
"201158572","44859","69"
"201158572","139930","69"
"201158872","42056","73"
"201158872","139930","73"
"201158872","140010","73"
"201158872","140024","73"
"201163847","107134","166"
"201163847","107134","167"
"201164906","84907","148"
"201166351","40367","14"
"201167290","142886","35"
"201167537","36702","14"
"201167537","40370","14"
"201167640","36703","14"
"201167640","40373","14"
"201167981","36701","14"
"201168259","100059","14"
"201168468","40367","35"
"201169205","145441","35"
"201169205","145445","35"
"201169328","121382","35"
"201170052","39196","97"
"201170052","39196","106"
"201171183","16184","97"
"201171183","39196","97"
"201172545","17078","14"
"201172701","134127","35"
"201173208","106680","35"
"201173208","136005","35"
"201173208","136007","35"
"201173405","91271","14"
"201173405","121662","14"
"201173656","97715","35"
"201173656","100015","35"
"201173933","15835","35"
"201173933","58517","35"
"201174099","15837","35"
"201174099","58518","35"
"201174099","119287","35"
"201174294","89968","35"
"201174555","113354","106"
"201174742","17819","14"
"201174742","59635","14"
"201176079","84021","14"
"201177699","50218","106"
"201178565","47581","33"
"201178565","47581","34"
"201179865","40367","106"
"201179865","47581","106"
"201180351","37314","116"
"201180351","37317","116"
"201180351","37321","116"
"201180351","117985","116"
"201180351","117986","116"
"201181295","63084","15"
"201181295","117985","15"
"201182021","47581","73"
"201182293","59511","15"
"201182293","68811","15"
"201182709","105505","33"
"201182709","105505","34"
"201184333","119312","60"
"201185304","79826","14"
"201185604","17855","14"
"201185740","17117","14"
"201185981","11368","14"
"201185981","47429","14"
"201186208","11368","15"
"201186208","47429","15"
"201187385","127633","106"
"201188485","31247","35"
"201188725","89114","35"
"201188725","89114","123"
"201188725","89114","137"
"201188725","110536","35"
"201188725","110536","123"
"201188725","142733","35"
"201188725","142733","123"
"201188725","142733","137"
"201190948","34853","160"
"201190948","42544","139"
"201190948","42544","145"
"201191645","68811","98"
"201193569","63084","98"
"201194418","65404","15"
"201194777","145104","14"
"201195299","114494","35"
"201195299","114494","116"
"201195299","130437","35"
"201195299","135893","35"
"201195299","135896","35"
"201196653","36011","35"
"201196653","60867","35"
"201196802","40374","35"
"201196802","48588","35"
"201196802","102248","35"
"201197014","29242","35"
"201197014","36011","35"
"201197014","38780","35"
"201197014","58457","35"
"201197338","36525","116"
"201201856","128670","35"
"201202068","60690","14"
"201205696","1963","23"
"201205696","1963","24"
"201205696","83269","23"
"201205696","83269","24"
"201205696","134127","23"
"201205696","134127","24"
"201207149","67517","130"
"201207149","100406","130"
"201207149","134826","130"
"201207951","30909","76"
"201208896","126638","68"
"201209135","64342","77"
"201214265","57471","4"
"201214265","129777","4"
"201216670","64545","140"
"201223616","32513","146"
"201223616","143265","146"
"201223833","31190","146"
"201223833","31575","146"
"201223833","51577","146"
"201223833","51578","146"
"201223833","74007","146"
"201223833","74008","146"
"201226215","21047","14"
"201226215","21047","15"
"201227088","32688","98"
"201230555","71299","130"
"201230710","104822","123"
"201231652","74211","140"
"201231652","124813","140"
"201231878","102665","140"
"201231980","12302","140"
"201233194","33192","48"
"201233194","128648","48"
"201233194","129049","48"
"201235073","21263","77"
"201235769","18766","130"
"201236164","27208","15"
"201236164","27208","108"
"201236164","64342","108"
"201236164","113391","108"
"201236164","126672","108"
"201239862","32693","130"
"201239862","38780","130"
"201239862","74261","130"
"201242537","74766","130"
"201242537","75084","130"
"201242537","76029","130"
"201242537","100855","130"
"201242537","130717","130"
"201242832","11270","141"
"201242832","120942","141"
"201242996","119446","141"
"201243982","17875","117"
"201244692","38927","166"
"201244692","38927","167"
"201244692","39092","166"
"201244692","39092","167"
"201245637","102245","12"
"201245637","118853","12"
"201245637","121587","12"
"201245637","121621","12"
"201246095","18079","12"
"201246095","18534","12"
"201248782","118580","146"
"201248782","135401","146"
"201249147","118580","116"
"201249724","113124","51"
"201249724","113124","52"
"201251228","116252","116"
"201251928","121497","65"
"201251928","121497","66"
"201251928","121641","65"
"201251928","121641","66"
"201251928","121653","65"
"201251928","121653","66"
"201252216","39844","51"
"201254477","121140","116"
"201254477","121144","116"
"201254692","5049","143"
"201254692","32703","143"
"201255967","32711","117"
"201256867","32182","116"
"201256867","36283","116"
"201257049","72808","116"
"201257173","24528","116"
"201257173","61080","116"
"201257399","62210","116"
"201257507","24529","147"
"201257953","10311","147"
"201257953","10314","147"
"201258091","24528","116"
"201258091","24535","116"
"201258302","32693","147"
"201258302","39297","147"
"201258302","47654","147"
"201258302","126677","147"
"201258642","102174","147"
"201258642","102175","147"
"201259458","24242","12"
"201259691","24242","13"
"201259691","24242","100"
"201260428","63739","147"
"201262321","26583","78"
"201262936","96660","116"
"201262936","97842","116"
"201262936","120790","116"
"201263479","126722","147"
"201263784","11578","147"
"201263784","120790","147"
"201264283","26583","77"
"201270116","143180","117"
"201270199","111895","117"
"201270199","142884","117"
"201274254","119624","130"
"201277974","49965","18"
"201278427","31304","18"
"201278427","31586","18"
"201278427","116281","18"
"201278427","116282","18"
"201278427","146056","18"
"201278817","31995","18"
"201278817","106109","18"
"201278817","113372","18"
"201279015","106109","19"
"201280014","13118","12"
"201280014","34694","12"
"201281912","115365","161"
"201281912","115924","161"
"201282545","29975","147"
"201282545","64614","147"
"201282545","64615","147"
"201284461","139355","140"
"201286436","22959","140"
"201286913","14013","140"
"201286913","132940","140"
"201286913","132945","140"
"201287929","64498","140"
"201288052","47955","140"
"201288052","118351","140"
"201288201","32274","140"
"201288201","61705","140"
"201288201","81348","140"
"201288461","42168","140"
"201300565","100518","140"
"201300565","118351","140"
"201301410","28744","140"
"201301410","110808","140"
"201305731","38041","72"
"201309478","116119","143"
"201309478","120790","143"
"201310660","44527","147"
"201313249","33764","48"
"201313249","33764","63"
"201313411","124682","44"
"201313592","124447","44"
"201313780","124447","48"
"201315613","79049","2"
"201315613","79049","15"
"201315613","79049","105"
"201315613","116556","2"
"201315613","116556","15"
"201315613","116556","105"
"201315613","116974","2"
"201315613","116974","15"
"201315613","116974","105"
"201316955","47678","117"
"201317276","116077","166"
"201317276","116077","167"
"201317723","116556","140"
"201318470","126737","140"
"201318849","111674","166"
"201318849","111674","167"
"201319193","27470","166"
"201319193","27470","167"
"201319193","108217","168"
"201319562","32693","56"
"201319562","87187","56"
"201319885","116362","56"
"201320009","58073","56"
"201320009","62191","56"
"201320009","108773","56"
"201320424","32688","56"
"201320669","102308","147"
"201320669","102315","147"
"201321002","31719","147"
"201321002","32691","147"
"201321002","79123","147"
"201321002","105579","147"
"201321002","135401","147"
"201321509","133872","147"
"201322509","52871","145"
"201322509","120978","145"
"201322675","32693","147"
"201322675","120978","147"
"201322854","18741","140"
"201323338","102074","140"
"201323518","75438","140"
"201323518","126140","140"
"201323958","73820","140"
"201326093","113782","140"
"201327301","38012","140"
"201327301","74262","140"
"201327301","78136","140"
"201327301","142947","140"
"201327582","45069","140"
"201327582","73821","140"
"201329239","125997","117"
"201329875","110619","117"
"201332730","30909","75"
"201337927","15020","140"
"201343079","137208","141"
"201343204","86949","37"
"201345109","26166","141"
"201345109","119433","141"
"201345877","97985","140"
"201346003","93286","141"
"201346003","93309","141"
"201346430","17092","141"
"201346548","25951","141"
"201346693","110244","141"
"201346804","93286","142"
"201346804","93309","142"
"201346978","26166","142"
"201346978","119433","142"
"201347172","49820","142"
"201348705","138571","141"
"201348987","137253","141"
"201354006","116518","141"
"201354006","116523","141"
"201354285","110571","141"
"201354405","143229","72"
"201354565","19513","141"
"201354565","22068","141"
"201359007","14817","77"
"201362736","95777","141"
"201363174","110259","72"
"201363174","110259","141"
"201363482","95777","72"
"201364184","39110","116"
"201365355","60245","141"
"201365355","104430","141"
"201365355","137606","72"
"201365355","137606","141"
"201370126","17082","141"
"201370561","73754","140"
"201372556","16155","140"
"201372994","119312","61"
"201372994","119312","62"
"201373551","124356","48"
"201373718","17875","48"
"201375637","124682","48"
"201376082","39267","48"
"201376245","115514","51"
"201378123","126638","67"
"201379449","120995","48"
"201379449","120995","63"
"201381357","115528","166"
"201381357","115528","167"
"201381913","112996","140"
"201382437","87768","161"
"201382606","103659","161"
"201382720","91691","161"
"201382917","121671","161"
"201383089","14684","161"
"201383245","14258","161"
"201383393","89516","161"
"201383511","95489","161"
"201383646","124159","161"
"201383800","97653","161"
"201383947","25462","161"
"201384102","13375","161"
"201384638","7517","70"
"201384638","48337","70"
"201387656","101088","146"
"201389776","136004","50"
"201390486","81474","117"
"201390833","70749","117"
"201390833","70776","117"
"201394200","129006","130"
"201396644","121534","130"
"201396790","65066","130"
"201396937","128753","130"
"201397088","122122","130"
"201397210","12492","140"
"201397210","12501","140"
"201397707","126808","140"
"201397870","121954","140"
"201397945","100825","140"
"201398323","112932","140"
"201398772","65361","140"
"201400044","64342","130"
"201401371","28961","139"
"201401676","16803","130"
"201401955","31077","130"
"201404389","16475","4"
"201405044","64342","4"
"201410079","126948","130"
"201410223","126672","130"
"201411085","49525","140"
"201411085","75605","140"
"201411085","75745","140"
"201411085","120978","140"
"201411085","126435","140"
"201411085","135701","140"
"201411085","143737","140"
"201411085","144068","140"
"201411768","30987","140"
"201411870","21728","140"
"201411978","14195","140"
"201412204","20077","140"
"201412204","49525","140"
"201412204","75106","140"
"201412204","75107","140"
"201412346","34318","130"
"201412346","49544","130"
"201412548","143957","130"
"201412644","97187","130"
"201412759","26310","130"
"201412912","12006","130"
"201412912","26109","130"
"201412912","39372","130"
"201412912","77321","130"
"201412912","132476","130"
"201414088","73380","140"
"201414088","74260","140"
"201414088","74264","140"
"201414626","132724","130"
"201414916","121398","130"
"201414916","132760","130"
"201415162","13066","130"
"201415285","101695","139"
"201415285","106336","130"
"201415585","121265","130"
"201415585","121355","130"
"201415585","128955","130"
"201415807","142660","130"
"201415807","143937","130"
"201415807","143955","130"
"201416020","102606","130"
"201416020","106313","130"
"201416193","49130","140"
"201416193","75083","140"
"201416193","132476","140"
"201416193","132566","140"
"201416364","132566","130"
"201416871","120968","130"
"201417162","32274","130"
"201417162","144495","130"
"201417257","115878","130"
"201417416","11992","140"
"201417416","12092","140"
"201417416","26109","140"
"201418536","134070","116"
"201419982","16620","14"
"201419982","16620","15"
"201420765","16620","130"
"201420928","95674","140"
"201423929","15284","130"
"201423929","26347","130"
"201424456","41861","14"
"201424456","41861","15"
"201424456","65764","14"
"201424456","65764","15"
"201424948","32264","14"
"201424948","32264","15"
"201424948","89520","162"
"201424948","89520","163"
"201424948","91753","14"
"201424948","91753","15"
"201426397","51787","14"
"201426397","51787","15"
"201426397","116186","14"
"201426397","116186","15"
"201431230","18708","15"
"201431230","74059","15"
"201431230","94519","15"
"201431879","97714","15"
"201431879","121398","15"
"201435380","134633","87"
"201438304","34878","87"
"201444146","52064","44"
"201447868","124640","15"
"201451351","51598","140"
"201456771","100435","147"
"201462928","42649","146"
"201462928","82514","146"
"201462928","121748","146"
"201462928","130139","146"
"201463520","37274","146"
"201463520","126382","146"
"201463520","139169","146"
"201463963","8006","21"
"201463963","8006","37"
"201463963","118097","21"
"201463963","118097","37"
"201470225","70512","15"
"201470225","108898","15"
"201470225","129820","15"
"201472807","116109","128"
"201480770","121744","73"
"201480770","134826","73"
"201481360","61781","40"
"201481360","61793","40"
"201481647","61781","141"
"201481819","61781","142"
"201481957","61781","164"
"201481957","61781","165"
"201482075","61781","39"
"201482285","33503","40"
"201482449","95623","50"
"201485158","16620","71"
"201485158","95633","71"
"201485839","10826","71"
"201486312","21507","71"
"201486312","42148","71"
"201486678","31239","71"
"201488313","42081","85"
"201489989","74882","49"
"201489989","74883","49"
"201489989","78498","49"
"201489989","78502","49"
"201492725","17842","143"
"201492725","29529","143"
"201492944","71505","143"
"201494310","76020","21"
"201494310","100987","21"
"201494310","102995","21"
"201494310","103004","21"
"201494310","106677","21"
"201494310","118067","21"
"201497750","118746","71"
"201497864","71755","71"
"201500572","101650","162"
"201500572","101650","163"
"201500873","123112","56"
"201501347","69525","55"
"201501347","123112","55"
"201503404","62596","50"
"201503404","100294","41"
"201503404","124845","41"
"201503952","124845","49"
"201503952","124845","50"
"201507143","21638","36"
"201507143","66055","36"
"201507143","66077","36"
"201512259","39232","20"
"201512625","49471","4"
"201512625","100848","4"
"201512625","120888","4"
"201512625","134070","4"
"201514348","21825","36"
"201514348","121196","36"
"201514525","24849","4"
"201514525","134070","4"
"201519569","16798","146"
"201519569","101465","146"
"201522276","112469","46"
"201522276","112469","47"
"201522276","144999","46"
"201522276","144999","47"
"201522276","146005","46"
"201522276","146005","47"
"201523986","27005","46"
"201523986","27005","47"
"201523986","32513","46"
"201523986","32513","47"
"201523986","79085","46"
"201523986","79085","47"
"201524298","31129","50"
"201524298","71505","50"
"201524298","71636","50"
"201524298","108062","50"
"201524871","126916","49"
"201525177","71505","141"
"201525666","51974","131"
"201525666","58418","131"
"201525666","93368","131"
"201525666","113377","131"
"201525666","145783","131"
"201528069","125814","50"
"201528069","143516","50"
"201528339","79345","162"
"201528339","79345","163"
"201532434","25789","83"
"201532589","25789","117"
"201534609","124046","48"
"201535117","39451","117"
"201535246","75853","117"
"201535246","142884","117"
"201535742","142891","117"
"201536168","111895","117"
"201536168","111896","117"
"201536776","126193","117"
"201536925","61770","117"
"201537114","80329","117"
"201537271","1339","117"
"201538629","13414","48"
"201538629","123368","48"
"201542207","121272","44"
"201542207","123819","44"
"201542207","124058","48"
"201543123","120541","162"
"201543123","120541","163"
"201543426","124352","162"
"201543426","124352","163"
"201543731","98338","164"
"201543731","98338","165"
"201543731","110764","164"
"201543731","110764","165"
"201543731","112658","164"
"201543731","112658","165"
"201545314","31880","162"
"201545314","31880","163"
"201545314","116281","162"
"201545314","116281","163"
"201545314","124603","162"
"201545314","124603","163"
"201545649","74200","162"
"201545649","74200","163"
"201545883","110764","14"
"201546111","125026","42"
"201546768","125026","21"
"201547390","108979","162"
"201547390","108979","163"
"201547390","110338","162"
"201547390","110338","163"
"201552519","32688","70"
"201556572","124095","6"
"201556921","96883","146"
"201560583","85078","116"
"201561143","27207","131"
"201561819","31204","131"
"201562061","31204","13"
"201565472","141700","140"
"201567275","101157","56"
"201568886","121633","77"
"201569181","8728","140"
"201569181","121633","140"
"201569181","127694","140"
"201569566","69628","141"
"201569566","69629","141"
"201569566","106686","141"
"201569566","118097","141"
"201570935","126425","140"
"201570935","126433","140"
"201570935","132645","140"
"201571354","12853","140"
"201571354","34209","140"
"201571538","60594","140"
"201571744","52778","140"
"201571744","52786","140"
"201571744","116104","140"
"201572003","67620","140"
"201572003","124954","140"
"201572224","37453","140"
"201573276","111914","18"
"201573515","113481","16"
"201573515","121718","16"
"201573515","121718","17"
"201573515","130710","18"
"201576165","17819","106"
"201576165","31719","106"
"201576165","59635","106"
"201576165","97229","106"
"201576165","108175","106"
"201576478","31719","73"
"201576478","59635","73"
"201576478","97229","73"
"201577635","67494","36"
"201577635","101775","36"
"201578993","74895","44"
"201579622","124195","44"
"201582200","119390","77"
"201584450","136290","6"
"201585523","69324","53"
"201585523","69324","54"
"201585523","119067","53"
"201585523","119067","54"
"201586600","126278","25"
"201590171","97239","117"
"201590171","100129","117"
"201596645","27470","146"
"201606574","76218","41"
"201608508","59635","143"
"201610101","110764","41"
"201611240","98338","41"
"201611359","64524","21"
"201611516","39151","44"
"201611516","39212","44"
"201611901","124365","48"
"201612084","78498","50"
"201612295","31129","50"
"201612660","39844","52"
"201612818","101248","57"
"201612964","101248","58"
"201613239","118067","143"
"201613391","120306","44"
"201613589","124687","44"
"201619014","38006","115"
"201619014","80925","115"
"201621555","31309","139"
"201621555","80925","139"
"201621555","104834","139"
"201623489","32681","37"
"201624897","12492","128"
"201632411","29487","115"
"201632411","35982","115"
"201632411","50533","115"
"201632411","70431","115"
"201633343","28464","115"
"201633343","28488","115"
"201633343","28493","115"
"201634142","28543","115"
"201634142","39074","115"
"201634142","62253","115"
"201634142","132199","115"
"201634142","132206","115"
"201635432","42832","115"
"201635432","141974","115"
"201636397","42831","115"
"201638368","29487","137"
"201638368","35639","115"
"201638368","35639","117"
"201638368","101090","137"
"201638368","104989","115"
"201640107","109419","115"
"201640207","31309","139"
"201640207","80925","139"
"201640550","35639","115"
"201644746","1687","115"
"201644746","108757","115"
"201649695","85494","145"
"201649999","68276","123"
"201649999","86853","123"
"201649999","87138","123"
"201649999","105069","123"
"201649999","105136","123"
"201650425","50239","123"
"201650425","67660","123"
"201654628","18153","37"
"201654628","29201","37"
"201654628","80925","37"
"201655902","108860","37"
"201655902","109042","37"
"201658188","47196","117"
"201662771","21638","115"
"201663339","114581","115"
"201663443","132658","115"
"201664172","29662","116"
"201664172","49038","116"
"201664172","80925","116"
"201664172","103999","116"
"201664172","108697","116"
"201665185","106688","116"
"201665507","35943","116"
"201665836","103797","116"
"201666002","144074","116"
"201666002","144496","116"
"201666327","118210","117"
"201666327","129739","117"
"201666327","129743","117"
"201666604","113400","117"
"201666717","32688","117"
"201666894","127001","146"
"201667132","4292","117"
"201667304","107425","117"
"201667607","17593","117"
"201667607","41869","117"
"201670901","80377","117"
"201671039","74237","117"
"201671333","106495","117"
"201672753","31653","117"
"201673007","118722","117"
"201673137","38602","117"
"201673137","38649","117"
"201673305","120180","117"
"201673305","120189","117"
"201673891","143453","117"
"201674243","17576","117"
"201674375","74763","117"
"201675963","2101","75"
"201675963","12541","75"
"201675963","41821","75"
"201675963","59145","75"
"201679433","39110","116"
"201679433","52773","116"
"201679433","135401","116"
"201679669","75476","116"
"201679980","34318","75"
"201684337","116315","115"
"201684337","116321","115"
"201684663","95777","15"
"201684899","95777","14"
"201692709","31266","115"
"201693138","23265","115"
"201696435","143187","14"
"201697027","85760","115"
"201697027","85916","115"
"201698271","28258","115"
"201698271","28258","145"
"201698271","97981","115"
"201698271","146083","139"
"201700655","33675","115"
"201700655","49461","115"
"201700655","74262","115"
"201700655","134075","115"
"201700934","111186","115"
"201701311","2083","115"
"201701311","38991","115"
"201701311","38994","115"
"201701634","38909","115"
"201701634","94872","115"
"201702514","141182","115"
"201703857","117826","15"
"201704030","13073","145"
"201704129","35549","145"
"201704236","142137","14"
"201704236","142137","145"
"201704452","9925","115"
"201704631","26462","115"
"201704752","57559","115"
"201704752","57569","115"
"201704953","5954","115"
"201705257","109565","115"
"201705494","28258","115"
"201705494","146083","115"
"201706014","118096","115"
"201706129","8006","115"
"201706129","118067","115"
"201706488","115982","139"
"201706631","134787","115"
"201706889","62093","14"
"201707737","93714","115"
"201707737","93714","145"
"201707925","69708","115"
"201708113","134614","115"
"201708317","24573","115"
"201708542","72171","14"
"201708676","33457","14"
"201709931","26138","14"
"201710048","130224","14"
"201710190","13028","97"
"201710317","36909","139"
"201711336","124881","115"
"201711445","104066","115"
"201711445","124877","115"
"201711965","48395","115"
"201711965","48395","145"
"201712298","25082","115"
"201714095","24934","145"
"201714208","98435","115"
"201717169","101395","139"
"201717169","113377","139"
"201718185","103961","145"
"201718185","103962","145"
"201723224","103548","145"
"201723224","103558","145"
"201723224","109847","145"
"201724459","101395","145"
"201725051","101395","14"
"201725530","110317","145"
"201725615","103941","145"
"201725734","71826","145"
"201725886","107866","145"
"201727866","121380","145"
"201728213","11271","145"
"201728840","1756","145"
"201728840","67896","145"
"201729142","85835","145"
"201729431","120161","14"
"201730216","85266","14"
"201730799","24454","14"
"201730799","24602","14"
"201731031","120161","145"
"201731353","122505","145"
"201731718","66444","14"
"201731828","21197","14"
"201732014","80512","14"
"201732172","70140","145"
"201732172","110186","145"
"201737141","110387","115"
"201738597","35916","115"
"201738597","44455","115"
"201739814","60366","56"
"201739814","104834","56"
"201739814","108001","73"
"201742726","32318","56"
"201744450","50013","15"
"201744450","129796","15"
"201744611","106083","115"
"201744611","146083","115"
"201745722","104548","111"
"201745722","106083","111"
"201748748","48574","140"
"201753596","35639","115"
"201754576","146092","115"
"201754576","146093","115"
"201755389","118843","14"
"201756149","81699","115"
"201756149","81702","115"
"201756563","32688","145"
"201756719","116230","139"
"201761706","44574","159"
"201761706","118411","126"
"201761706","118411","159"
"201761706","118414","159"
"201761706","125917","159"
"201761706","125983","159"
"201762283","7996","159"
"201762283","44574","159"
"201762283","136309","159"
"201762283","145026","159"
"201762528","2791","126"
"201762528","2791","127"
"201762528","44574","126"
"201762528","44574","127"
"201762528","113038","126"
"201762528","113038","127"
"201762963","72518","159"
"201763482","66463","126"
"201763482","66463","127"
"201763482","105795","126"
"201763482","105795","127"
"201764171","37587","126"
"201764171","37739","126"
"201764171","37739","159"
"201764171","98857","126"
"201764171","135685","126"
"201764171","138167","126"
"201764800","19627","159"
"201764800","19629","159"
"201764800","79745","159"
"201764800","107410","159"
"201764800","134576","15"
"201764800","134583","159"
"201765392","6956","159"
"201765392","8902","159"
"201765392","28525","159"
"201765392","85962","159"
"201765392","95620","159"
"201765392","100981","159"
"201765908","145957","126"
"201766273","40367","126"
"201766273","40372","126"
"201766407","8916","127"
"201766407","108826","127"
"201766407","108826","159"
"201767163","145957","112"
"201767461","51404","14"
"201767612","15743","160"
"201767612","116992","14"
"201767949","2440","126"
"201767949","2440","127"
"201767949","67857","126"
"201767949","67857","127"
"201767949","87138","126"
"201767949","87138","127"
"201767949","87138","159"
"201767949","126672","126"
"201767949","126672","127"
"201769090","71755","159"
"201769902","67857","159"
"201770252","145996","15"
"201770252","145996","159"
"201770501","37788","126"
"201770501","37788","159"
"201770501","135685","126"
"201770501","139657","126"
"201770802","125983","159"
"201770802","134127","126"
"201770802","134127","159"
"201771039","57446","126"
"201771535","47599","109"
"201773346","110596","15"
"201773346","110596","139"
"201773825","40371","126"
"201773825","51404","126"
"201773825","59502","126"
"201773825","108215","126"
"201774136","35848","15"
"201774136","35848","139"
"201774136","62266","15"
"201774136","62266","139"
"201774426","531","15"
"201774426","531","138"
"201774426","531","139"
"201774426","627","15"
"201774426","627","138"
"201774426","627","139"
"201774426","44633","139"
"201774426","78540","15"
"201774426","78540","138"
"201774426","78540","139"
"201774799","35710","15"
"201774799","37243","15"
"201774799","115994","15"
"201775535","79377","15"
"201775782","112562","15"
"201776214","21027","15"
"201776214","21027","139"
"201776214","23781","139"
"201776214","64548","15"
"201776214","64548","139"
"201776214","134956","15"
"201776214","134956","139"
"201776468","47030","15"
"201776468","47030","35"
"201776468","58441","35"
"201776727","37432","15"
"201776727","37432","139"
"201776952","77592","15"
"201777210","77592","139"
"201777817","2096","15"
"201777817","2096","139"
"201778017","63564","15"
"201778017","67135","15"
"201778017","111059","15"
"201778017","145965","15"
"201778568","140907","15"
"201779165","2505","126"
"201779165","51486","126"
"201779165","51487","126"
"201779165","115456","15"
"201779165","115456","126"
"201779644","10279","15"
"201779644","10279","159"
"201779803","30948","15"
"201779803","95040","15"
"201779803","95040","159"
"201780010","18083","15"
"201780202","39065","15"
"201780202","47416","15"
"201780729","47416","112"
"201780941","131449","126"
"201780941","131478","126"
"201781180","70245","15"
"201781520","126808","140"
"201781757","38341","15"
"201781757","136762","15"
"201781983","96198","126"
"201782218","96198","14"
"201782650","3289","126"
"201782650","6917","126"
"201782650","37450","126"
"201782650","37450","159"
"201782650","65255","126"
"201783022","119000","126"
"201783022","119000","159"
"201783214","57559","127"
"201783214","62302","127"
"201783214","62302","159"
"201783214","92024","127"
"201783881","42404","126"
"201783881","47404","126"
"201783881","47404","159"
"201783881","138685","126"
"201783881","139120","126"
"201784025","138590","126"
"201784295","17082","14"
"201784295","79218","14"
"201785748","33779","159"
"201785748","51488","15"
"201785748","51488","126"
"201785748","51489","15"
"201785748","51489","126"
"201785748","115456","159"
"201785748","115457","15"
"201785748","115458","126"
"201785971","5605","126"
"201786620","84738","15"
"201786620","84738","159"
"201786760","52401","159"
"201786760","70747","159"
"201786906","68225","126"
"201786906","68225","159"
"201786906","69181","126"
"201786906","69181","159"
"201787106","5605","160"
"201787600","80474","126"
"201787955","5962","126"
"201787955","5962","159"
"201787955","35943","159"
"201787955","57499","159"
"201787955","59526","159"
"201787955","70898","126"
"201787955","70898","159"
"201787955","88589","159"
"201787955","89557","159"
"201787955","107866","159"
"201787955","111800","159"
"201787955","141338","126"
"201787955","141338","159"
"201788932","97862","159"
"201789047","113276","159"
"201789270","100753","159"
"201789514","62160","15"
"201789514","62234","15"
"201789514","85945","15"
"201789514","101053","15"
"201789514","105536","159"
"201790020","37146","159"
"201790020","37151","159"
"201790020","37157","159"
"201790020","139657","159"
"201790383","49781","126"
"201790383","49781","127"
"201790739","28795","126"
"201790739","28795","127"
"201790739","28795","159"
"201790739","37157","126"
"201790739","49773","126"
"201790739","49773","127"
"201790739","106687","126"
"201791053","29166","126"
"201791053","29166","127"
"201791232","13096","126"
"201791232","13096","127"
"201791232","13576","126"
"201791232","13576","127"
"201791232","13576","159"
"201791232","37143","126"
"201791232","37143","127"
"201791232","132658","126"
"201791232","132658","127"
"201791232","132658","159"
"201791408","16360","126"
"201791535","16360","126"
"201791535","16360","159"
"201792097","426","126"
"201792097","426","127"
"201792097","41809","15"
"201792097","41809","159"
"201792567","5739","126"
"201792567","66074","15"
"201792567","95756","126"
"201793177","66074","15"
"201793177","66074","159"
"201793177","69334","15"
"201793177","92433","15"
"201793177","124022","15"
"201793177","145989","15"
"201793742","125925","159"
"201793933","51404","160"
"201793933","52166","160"
"201793933","90090","160"
"201794523","2837","126"
"201794523","2843","126"
