"mapid","synsetid","synsetid2","score"
"1","108521405","108114107","100"
"2","108822063","108395122","100"
"3","104449347","104329052","100"
"4","113561555","112967124","100"
"5","113561770","112967339","100"
"6","114733953","114081713","100"
"7","100470131","100450497","100"
"8","113565509","112970994","100"
"9","113569316","112974670","100"
"10","113569755","112975109","100"
"11","113570176","112975390","100"
"12","113570315","112975529","100"
"13","113570444","112975658","100"
"14","113570740","112975954","100"
"15","113565669","112971154","100"
"16","100630910","100601173","100"
"17","114986716","114326265","100"
"18","113565782","112971267","100"
"19","106960153","106624824","100"
"20","113569485","112974839","100"
"21","113566190","112971675","100"
"22","113566339","112971824","100"
"23","113569415","112974769","100"
"24","115001389","114339870","100"
"25","113566460","112971945","100"
"26","114949720","114291111","100"
"27","114963841","114303832","100"
"28","107929927","107550796","100"
"29","115029079","114367102","100"
"30","113566579","112972064","100"
"31","106390001","106075375","100"
"32","113566698","112972183","100"
"33","113570069","112975283","100"
"34","114950866","114292257","100"
"35","114951237","114292628","100"
"36","114951723","114293114","100"
"37","114952108","114293499","100"
"38","114952494","114293885","100"
"39","107933153","107553825","100"
"40","113566820","112972305","100"
"41","114949891","114291282","100"
"42","114950204","114291595","100"
"43","114950495","114291886","100"
"44","114950786","114292177","100"
"45","114951157","114292548","100"
"46","114951643","114293034","100"
"47","114952017","114293408","100"
"48","114952403","114293794","100"
"49","113566944","112972429","100"
"50","114949640","114291031","100"
"51","114949800","114291191","100"
"52","114950113","114291504","100"
"53","114950405","114291796","100"
"54","114950696","114292087","100"
"55","114951067","114292458","100"
"56","114951551","114292942","100"
"57","114951926","114293317","100"
"58","114952312","114293703","100"
"59","106349829","106036619","100"
"60","106374148","106059932","100"
"61","106349182","106035994","100"
"62","106374946","106060706","100"
"63","106348828","106035642","100"
"64","106182941","105883181","100"
"65","110678257","110133824","100"
"66","110668922","110124887","100"
"67","110666339","110122361","100"
"68","110670551","110126419","100"
"69","110671034","110126898","100"
"70","111025288","110463140","100"
"71","113562279","112967848","100"
"72","100470262","100450628","100"
"73","114812592","114158102","100"
"74","114421978","113779380","100"
"75","113567065","112972550","100"
"76","113567183","112972668","100"
"77","113567304","112972789","100"
"78","113567430","112972915","100"
"79","113567559","112973044","100"
"80","114919658","114262167","100"
"81","113567700","112973185","100"
"82","113567827","112973312","100"
"83","113567954","112973439","100"
"84","113568083","112973568","100"
"85","113568215","112973700","100"
"86","106350094","106036883","100"
"87","106374337","106060100","100"
"88","106349376","106036187","100"
"89","106375096","106060855","100"
"90","106349004","106035817","100"
"91","113563059","112968628","100"
"92","100470392","100450758","100"
"93","113568344","112973829","100"
"94","115028974","114366997","100"
"95","115003027","114341372","100"
"96","115003126","114341471","100"
"97","104375045","104256197","100"
"98","107907186","107529927","100"
"99","103595367","103500186","100"
"100","113563319","112968888","100"
"101","100470524","100450890","100"
"102","113568464","112973949","100"
"103","105836691","105567769","100"
"104","113471971","112880551","100"
"105","105036845","104818175","100"
"106","113563536","112969105","100"
"107","100470650","100451016","100"
"108","114418600","113776012","100"
"109","114613443","113964772","100"
"110","113568581","112974066","100"
"111","113569623","112974977","100"
"112","113563737","112969306","100"
"113","113568697","112974182","100"
"114","115028658","114366717","100"
"115","114963483","114303478","100"
"116","113563931","112969500","100"
"117","113568813","112974298","100"
"118","113564083","112969640","100"
"119","113569065","112974419","100"
"120","113471844","112880424","100"
"121","114963723","114303715","100"
"122","105036469","104817799","100"
"123","113564267","112969824","100"
"124","115099473","114434730","100"
"125","113569198","112974552","100"
"126","108231675","107838653","100"
"127","102727215","102657581","100"
"128","108537696","108129257","100"
"129","106399464","106084816","100"
"130","107967048","107586718","100"
"131","111015368","110453494","100"
"132","111017787","110455896","100"
"133","110744841","110196345","100"
"134","110712333","110166213","100"
"135","110899033","110342681","100"
"136","110938222","110378744","100"
"137","110999890","110438375","100"
"138","110734846","110187529","100"
"139","102532602","102465727","100"
"140","111111091","110543857","100"
"141","102642380","102575297","100"
"142","100540685","100518607","100"
"143","110649289","110106086","100"
"144","106411052","106096073","100"
"145","114239335","113613562","100"
"146","113918779","113302311","100"
"147","108646288","108231804","100"
"148","108657175","108241275","100"
"149","108639158","108224877","100"
"150","112572762","111992004","100"
"151","108724891","108304656","100"
"152","110645164","110102004","100"
"153","109054362","108614198","100"
"154","102062819","101999961","100"
"155","102097554","102034376","100"
"156","108639019","108224740","100"
"157","112721088","112139858","100"
"158","110712558","110166437","100"
"159","110748302","110199135","100"
"160","108371852","107972749","100"
"161","106608502","106285961","100"
"162","102641747","102574669","100"
"163","106339712","106026768","100"
"164","108783905","108360313","100"
"165","101923000","101860589","100"
"166","113458042","112866820","100"
"167","109957665","109459453","100"
"168","109610984","109135264","100"
"169","102642275","102575192","100"
"170","114103418","113483586","100"
"171","107405979","107047863","100"
"172","114356447","113717918","100"
"173","114356661","113718096","100"
"174","105758041","105493596","100"
"175","100357548","100345035","100"
"176","102642487","102575404","100"
"177","102642685","102575602","100"
"178","102642835","102575752","100"
"179","107902067","107525369","100"
"180","108431674","108029023","100"
"181","109611206","109135385","100"
"182","102642986","102575903","100"
"183","109611271","109135450","100"
"184","109611440","109135599","100"
"185","110979339","110418641","100"
"186","109611943","109135992","100"
"187","105798485","105530901","100"
"188","113457186","112865964","100"
"189","109612675","109136863","100"
"190","105488149","105239222","100"
"191","114069103","113449937","100"
"192","105272329","105029460","100"
"193","100821211","100782733","100"
"194","105489137","105240192","100"
"195","100182193","100175546","100"
"196","105488649","105239704","100"
"197","105440105","105192941","100"
"198","113861225","113246321","100"
"199","105534938","105284349","100"
"200","100929613","100886866","100"
"201","100033168","100030427","100"
"202","104941460","104736431","100"
"203","105411178","105164520","100"
"204","105252748","105010313","100"
"205","105227934","104986440","100"
"206","106292411","105982084","100"
"207","111167972","110597758","100"
"208","110645788","110102624","100"
"209","112563804","111983052","100"
"210","112503447","111922782","100"
"211","105939367","105661993","100"
"212","112003808","111423942","100"
"213","112004024","111424158","100"
"214","112004539","111424673","100"
"215","108767644","108344593","100"
"216","102383741","102318525","100"
"217","114311051","113677823","100"
"218","109612912","109137100","100"
"219","113963532","113346054","100"
"220","107152379","106806876","100"
"221","109613050","109137238","100"
"222","113824502","113211880","100"
"223","113456849","112865627","100"
"224","113459467","112868245","100"
"225","107401317","107043777","100"
"226","109613196","109137384","100"
"227","108614215","108201188","100"
"228","109049041","108609177","100"
"229","111453635","110875775","100"
"230","111454622","110876762","100"
"231","111454356","110876496","100"
"232","111455025","110877165","100"
"233","111455846","110877986","100"
"234","111454802","110876942","100"
"235","111455259","110877399","100"
"236","111455443","110877583","100"
"237","111455666","110877806","100"
"238","109187753","108739705","100"
"239","111255738","110682019","100"
"240","109613401","109137589","100"
"241","107326859","106973592","100"
"242","114248927","113622309","100"
"243","107107424","106763221","100"
"244","109501757","109031988","100"
"245","106883984","106552014","100"
"246","108890396","108460226","100"
"247","106228988","105924341","100"
"248","106229182","105924535","100"
"249","107014526","106674263","100"
"250","109613501","109137671","100"
"251","101139190","101089681","100"
"252","113963817","113346339","100"
"253","106609246","106286705","100"
"254","100251698","100243235","100"
"255","102691561","102622998","100"
"256","109611669","109135718","100"
"257","102643435","102576298","100"
"258","114309161","113676023","100"
"259","106057161","105770247","100"
"260","109538165","109066847","100"
"261","114830318","114175455","100"
"262","105662719","105400766","100"
"263","113867752","113252397","100"
"264","113466795","112875555","100"
"265","100224483","100216234","100"
"266","105882342","105610255","100"
"267","109613636","109137806","100"
"268","102377754","102312661","100"
"269","109350740","108888525","100"
"270","109611816","109135865","100"
"271","106841354","106510149","100"
"272","106847658","106516176","100"
"273","102643648","102576511","100"
"274","102643817","102576680","100"
"275","109614204","109138298","100"
"276","101442795","101383776","100"
"277","113840032","113226551","100"
"278","100343328","100331055","100"
"279","106522264","106201883","100"
"280","114273895","113644730","100"
"281","102644117","102576986","100"
"282","102644337","102577206","100"
"283","110645958","110102792","100"
"284","105558482","105306009","100"
"285","110969434","110408858","100"
"286","111154728","110586249","100"
"287","101422878","101364144","100"
"288","101423001","101364267","100"
"289","114604684","113956136","100"
"290","100249643","100241242","100"
"291","106382276","106067887","100"
"292","102346369","102282157","100"
"293","102346488","102282276","100"
"294","100228087","100219802","100"
"295","109614340","109138416","100"
"296","111669216","111090257","100"
"297","111669680","111090721","100"
"298","111669864","111090905","100"
"299","111670011","111091052","100"
"300","111670222","111091263","100"
"301","111670403","111091444","100"
"302","111670630","111091671","100"
"303","113867889","113252534","100"
"304","101054212","101007152","100"
"305","112990059","112406716","100"
"306","108679986","108262477","100"
"307","114121179","113501259","100"
"308","114121370","113501450","100"
"309","105933520","105656467","100"
"310","109612277","109136326","100"
"311","100053721","100050443","100"
"312","100300094","100290747","100"
"313","109614478","109138554","100"
"314","100053881","100050603","100"
"315","109614670","109138746","100"
"316","106390641","106076015","100"
"317","113636403","113036223","100"
"318","101218901","101165323","100"
"319","105630863","105371001","100"
"320","107801580","107431820","100"
"321","114697116","114045444","100"
"322","105781054","105515340","100"
"323","114515928","113869353","100"
"324","105072500","104846605","100"
"325","113423273","112832264","100"
"326","105031217","104812949","100"
"327","113406426","112816048","100"
"328","105587991","105331861","100"
"329","113669234","113068730","100"
"330","100027734","100024197","100"
"331","104954170","104747493","100"
"332","105642231","105381788","100"
"333","113406824","112816428","100"
"334","113414471","112823969","100"
"335","104954279","104747602","100"
"336","109612434","109136483","100"
"337","109612573","109136761","100"
"338","114403857","113761850","100"
"339","104884878","104689391","100"
"340","114403642","113761635","100"
"341","114404479","113762454","100"
"342","114404307","113762282","100"
"343","113411786","112821284","100"
"344","111255993","110682220","100"
"345","104951331","104744209","100"
"346","114404611","113762586","100"
"347","111256576","110682785","100"
"348","113424942","112833897","100"
"349","104827378","104642852","100"
"350","109614943","109139019","100"
"351","102644803","102577672","100"
"352","109615405","109139395","100"
"353","102644471","102577340","100"
"354","105701565","105439052","100"
"355","105630279","105370453","100"
"356","109612122","109136171","100"
"357","104706402","104550254","100"
"358","105851307","105581881","100"
"359","106520010","106199754","100"
"360","110668199","110124189","100"
"361","108915389","108482897","100"
"362","107911043","107533537","100"
"363","107901360","107524702","100"
"364","102582948","102515885","100"
"365","102583073","102516010","100"
"366","108845688","108417718","100"
"367","109054523","108614358","100"
"368","110667916","110123909","100"
"369","109615606","109139558","100"
"370","112004773","111424907","100"
"371","112004940","111425074","100"
"372","102645166","102578017","100"
"373","109615744","109139696","100"
"374","113462784","112871562","100"
"375","113464485","112873245","100"
"376","111209002","110636750","100"
"377","108911171","108478977","100"
"378","109054657","108614491","100"
"379","109054890","108614688","100"
"380","108654745","108238894","100"
"381","102103374","102040192","100"
"382","112185590","111605500","100"
"383","111588947","111010038","100"
"384","111589578","111010663","100"
"385","111589725","111010810","100"
"386","111589898","111010983","100"
"387","111590360","111011445","100"
"388","111590558","111011643","100"
"389","111590829","111011914","100"
"390","111590983","111012068","100"
"391","111591190","111012275","100"
"392","108161139","107775093","100"
"393","109616032","109139984","100"
"394","109615848","109139800","100"
"395","102645258","102578109","100"
"396","106607802","106285243","100"
"397","108004922","107624270","100"
"398","113806111","113195292","100"
"399","102645447","102578298","100"
"400","105834861","105565939","100"
"401","113657490","113057184","100"
"402","105818158","105549640","100"
"403","115026061","114364156","100"
"404","115004466","114342793","100"
"405","100583048","100558792","100"
"406","104746634","104580459","100"
"407","107169763","106822960","100"
"408","108166678","107780380","100"
"409","108166865","107780567","100"
"410","108696244","108276847","100"
"411","108482021","108076530","100"
"412","109538807","109067435","100"
"413","112753635","112172593","100"
"414","112753810","112172768","100"
"415","112643478","112062391","100"
"416","105168935","104929760","100"
"417","101570766","101511010","100"
"418","101570904","101511148","100"
"419","101570080","101510324","100"
"420","101903452","101841111","100"
"421","101903685","101841344","100"
"422","111675521","111096542","100"
"423","111675713","111096734","100"
"424","102600736","102533655","100"
"425","102600862","102533781","100"
"426","105386967","105141038","100"
"427","113885219","113269486","100"
"428","114033135","113414158","100"
"429","114047200","113428117","100"
"430","101731464","101670764","100"
"431","101731604","101670904","100"
"432","102528400","102461525","100"
"433","102528053","102461178","100"
"434","102161199","102097608","100"
"435","102161343","102097752","100"
"436","114033275","113414298","100"
"437","114033458","113414463","100"
"438","102596711","102529630","100"
"439","102597023","102529942","100"
"440","102597181","102530100","100"
"441","112643857","112062770","100"
"442","112644100","112063013","100"
"443","113855950","113241565","100"
"444","108619639","108206169","100"
"445","102645773","102578570","100"
"446","114405026","113763001","100"
"447","113833162","113220118","100"
"448","114261333","113633072","100"
"449","101761351","101700031","100"
"450","101761235","101699915","100"
"451","101757100","101695885","100"
"452","101757413","101696198","100"
"453","114405129","113763104","100"
"454","114190230","113567332","100"
"455","101762780","101701460","100"
"456","105382053","105136198","100"
"457","113908682","113292631","100"
"458","113828291","113215507","100"
"459","109054163","108613999","100"
"460","108083619","107699485","100"
"461","115064193","114401182","100"
"462","113425053","112834008","100"
"463","114873477","114217022","100"
"464","102646407","102579204","100"
"465","102646659","102579456","100"
"466","106730647","106403081","100"
"467","101248391","101193833","100"
"468","101509103","101449525","100"
"469","107015228","106674929","100"
"470","104737198","104573319","100"
"471","100795054","100757063","100"
"472","114637668","113988516","100"
"473","102647694","102580401","100"
"474","114972736","114312455","100"
"475","109616820","109140574","100"
"476","109617025","109140779","100"
"477","109617235","109140989","100"
"478","105292025","105049120","100"
"479","109617421","109141175","100"
"480","112970519","112387532","100"
"481","105292240","105049335","100"
"482","105412435","105165759","100"
"483","105292472","105049567","100"
"484","108669351","108252709","100"
"485","106779683","106448939","100"
"486","106096811","105805198","100"
"487","105986430","105705295","100"
"488","106775210","106444494","100"
"489","107213437","106864835","100"
"490","101588242","101528295","100"
"491","101588716","101528769","100"
"492","101588429","101528482","100"
"493","101588579","101528632","100"
"494","101587026","101527115","100"
"495","101586875","101526964","100"
"496","106602210","106280096","100"
"497","113251889","112665348","100"
"498","109074977","108633623","100"
"499","106606972","106284413","100"
"500","109617680","109141776","100"
"501","102648133","102580840","100"
"502","100114458","100109419","100"
"503","110214220","109696950","100"
"504","109617858","109141954","100"
"505","105292743","105049838","100"
"506","109618013","109142109","100"
"507","100046265","100043051","100"
"508","107079983","106736831","100"
"509","101072238","101024626","100"
"510","102648318","102581025","100"
"511","103341028","103253856","100"
"512","109618237","109142333","100"
"513","113275547","112687823","100"
"514","110214753","109697447","100"
"515","110160953","109648415","100"
"516","113231505","112645294","100"
"517","109618680","109142704","100"
"518","114297996","113666790","100"
"519","113183224","112597794","100"
"520","104614716","104478642","100"
"521","100613025","100584252","100"
"522","109618330","109142426","100"
"523","100583173","100558899","100"
"524","108347373","107949777","100"
"525","113232553","112646342","100"
"526","107952637","107572459","100"
"527","105879629","105607791","100"
"528","113233219","112647008","100"
"529","113234818","112648588","100"
"530","113234465","112648254","100"
"531","102647486","102580211","100"
"532","108818294","108391588","100"
"533","101125203","101075980","100"
"534","100368102","100355474","100"
"535","113233895","112647684","100"
"536","102648547","102581254","100"
"537","107135285","106790563","100"
"538","106228413","105923779","100"
"539","109618938","109142962","100"
"540","109619312","109143336","100"
"541","102649106","102581816","100"
"542","102649528","102582246","100"
"543","102649611","102582329","100"
"544","102649700","102582418","100"
"545","102649785","102582503","100"
"546","102648949","102581659","100"
"547","100747510","100714264","100"
"548","112807055","112225821","100"
"549","105377145","105131417","100"
"550","113833307","113220263","100"
"551","112583834","112003044","100"
"552","112587354","112006534","100"
"553","112586443","112005626","100"
"554","112586263","112005446","100"
"555","112585969","112005152","100"
"556","112587522","112006702","100"
"557","112585798","112004981","100"
"558","112587020","112006200","100"
"559","112587182","112006362","100"
"560","112587671","112006851","100"
"561","112585557","112004742","100"
"562","112586576","112005759","100"
"563","112586776","112005956","100"
"564","112585368","112004561","100"
"565","112584802","112004010","100"
"566","112585040","112004245","100"
"567","112586106","112005289","100"
"568","112583618","112002828","100"
"569","112987535","112404375","100"
"570","111366473","110789020","100"
"571","105526728","105276319","100"
"572","114516942","113870367","100"
"573","114517145","113870570","100"
"574","114517072","113870497","100"
"575","114517330","113870755","100"
"576","102649909","102582619","100"
"577","102650314","102582940","100"
"578","102650479","102583105","100"
"579","102650621","102583247","100"
"580","114405360","113763335","100"
"581","114574347","113926156","100"
"582","114730334","114078117","100"
"583","114406696","113764506","100"
"584","114729878","114077661","100"
"585","114076558","113457080","100"
"586","114080833","113461337","100"
"587","102650756","102583379","100"
"588","114400836","113759000","100"
"589","114614081","113965410","100"
"590","113252883","112666271","100"
"591","114613588","113964917","100"
"592","114406934","113764726","100"
"593","102722943","102653443","100"
"594","109570518","109097004","100"
"595","114132448","113511735","100"
"596","111868534","111289237","100"
"597","109055007","108614805","100"
"598","102278158","102214402","100"
"599","102278289","102214533","100"
"600","110646329","110103162","100"
"601","113253085","112666473","100"
"602","102208463","102144578","100"
"603","102208783","102144898","100"
"604","102208619","102144734","100"
"605","114289796","113659441","100"
"606","100033580","100030589","100"
"607","109619712","109143736","100"
"608","111075237","110509859","100"
"609","111748956","111169650","100"
"610","111749185","111169879","100"
"611","111749454","111170148","100"
"612","109458123","108990645","100"
"613","104983578","104771895","100"
"614","105509386","105259523","100"
"615","112661836","112080854","100"
"616","112182927","111602837","100"
"617","113868049","113252694","100"
"618","111159753","110590745","100"
"619","102583754","102516691","100"
"620","102583887","102516824","100"
"621","113868252","113252897","100"
"622","109055226","108615005","100"
"623","113933690","113317004","100"
"624","112604214","112023179","100"
"625","112606436","112025404","100"
"626","104919170","104718331","100"
"627","104903202","104703533","100"
"628","102650924","102583547","100"
"629","105585629","105329553","100"
"630","105369711","105124553","100"
"631","104901773","104702398","100"
"632","104902200","104702567","100"
"633","104364451","104246076","100"
"634","113868429","113253074","100"
"635","109055334","108615095","100"
"636","113253226","112666614","100"
"637","114415354","113772822","100"
"638","114613787","113965116","100"
"639","114560053","113912070","100"
"640","114613922","113965251","100"
"641","109620163","109144169","100"
"642","114446953","113802641","100"
"643","114324917","113691060","100"
"644","106968642","106632683","100"
"645","105676848","105414825","100"
"646","113406943","112816547","100"
"647","113834619","113221557","100"
"648","113253484","112666872","100"
"649","100641430","100611514","100"
"650","101332835","101275269","100"
"651","107739404","107371640","100"
"652","113833466","113220422","100"
"653","105646633","105385794","100"
"654","102109244","102046029","100"
"655","102109362","102046147","100"
"656","112670902","112089918","100"
"657","112671067","112090083","100"
"658","102616217","102549189","100"
"659","102616621","102549593","100"
"660","102616390","102549362","100"
"661","102615857","102548829","100"
"662","102690683","102622138","100"
"663","107657037","107290449","100"
"664","108062134","107679299","100"
"665","108373363","107974260","100"
"666","114033646","113414652","100"
"667","114033886","113414893","100"
"668","114034075","113415082","100"
"669","101408423","101349683","100"
"670","111600948","111022032","100"
"671","111601211","111022295","100"
"672","111601522","111022606","100"
"673","109620240","109144246","100"
"674","109055502","108615246","100"
"675","111555858","110976895","100"
"676","111555645","110976682","100"
"677","111556328","110977365","100"
"678","111556103","110977140","100"
"679","111613435","111034510","100"
"680","113835719","113222639","100"
"681","108856675","108427764","100"
"682","112099498","111519530","100"
"683","101978797","101916149","100"
"684","112099752","111519784","100"
"685","102651287","102583910","100"
"686","111613277","111034352","100"
"687","111613618","111034693","100"
"688","114186328","113563823","100"
"689","102651389","102584012","100"
"690","113910452","113294275","100"
"691","107167238","106820643","100"
"692","102651481","102584104","100"
"693","102651645","102584268","100"
"694","103415493","103326185","100"
"695","102651950","102584573","100"
"696","111338290","110762397","100"
"697","105186099","104946471","100"
"698","102652054","102584677","100"
"699","105411555","105164897","100"
"700","111260731","110686940","100"
"701","105040855","104821515","100"
"702","111346143","110770196","100"
"703","105040970","104821630","100"
"704","111344526","110768597","100"
"705","102652189","102584812","100"
"706","107246539","106896749","100"
"707","109620559","109144565","100"
"708","114192725","113569653","100"
"709","106014957","105731050","100"
"710","113744225","113139680","100"
"711","114018911","113400177","100"
"712","113939458","113322644","100"
"713","114335529","113700122","100"
"714","100852075","100812558","100"
"715","107396342","107039208","100"
"716","105567929","105314694","100"
"717","100040256","100037061","100"
"718","106441102","106124917","100"
"719","104890309","104694012","100"
"720","101178680","101127432","100"
"721","106466112","106149516","100"
"722","108687585","108269383","100"
"723","112807233","112225999","100"
"724","113442227","112851175","100"
"725","113442389","112851337","100"
"726","105068532","104842691","100"
"727","113076167","112492114","100"
"728","102205417","102141532","100"
"729","102205194","102141309","100"
"730","101559726","101500017","100"
"731","101559849","101500140","100"
"732","103935020","103829452","100"
"733","104588572","104459190","100"
"734","101633170","101572761","100"
"735","101633441","101573032","100"
"736","101633578","101573154","100"
"737","113842187","113228652","100"
"738","109621236","109145188","100"
"739","101863095","101801364","100"
"740","100433436","100414898","100"
"741","111372682","110795166","100"
"742","112322147","111741803","100"
"743","112322307","111741963","100"
"744","105377244","105131516","100"
"745","101547388","101487686","100"
"746","101547507","101487805","100"
"747","113975837","113358052","100"
"748","111749675","111170369","100"
"749","111749896","111170590","100"
"750","112415312","111834747","100"
"751","112415638","111835073","100"
"752","112415464","111834899","100"
"753","114112582","113492714","100"
"754","101308542","101251268","100"
"755","111369780","110792309","100"
"756","114801026","114146837","100"
"757","114177150","113555105","100"
"758","105217325","104976260","100"
"759","113835802","113222722","100"
"760","113835934","113222854","100"
"761","114352848","113714985","100"
"762","106994591","106655747","100"
"763","114191264","113568264","100"
"764","107131851","106787165","100"
"765","102652322","102584945","100"
"766","101897715","101835439","100"
"767","105390186","105144167","100"
"768","113035944","112452055","100"
"769","113036121","112452232","100"
"770","114517497","113870922","100"
"771","114801157","114146968","100"
"772","114400051","113758234","100"
"773","114801258","114147069","100"
"774","114768985","114115179","100"
"775","102652520","102585143","100"
"776","114801413","114147224","100"
"777","107215151","106866206","100"
"778","100748215","100714915","100"
"779","111556531","110977568","100"
"780","111557239","110978276","100"
"781","111556985","110978022","100"
"782","105343404","105098827","100"
"783","102281173","102217419","100"
"784","102281289","102217535","100"
"785","102652616","102585239","100"
"786","114537273","113889865","100"
"787","101894696","101832420","100"
"788","100542925","100520929","100"
"789","101895111","101832835","100"
"790","114034219","113415226","100"
"791","114039910","113420899","100"
"792","111256763","110682972","100"
"793","114390562","113749066","100"
"794","112202838","111622772","100"
"795","112203038","111622972","100"
"796","112203275","111623214","100"
"797","112203540","111623479","100"
"798","112202678","111622612","100"
"799","113036381","112452492","100"
"800","104862030","104669759","100"
"801","114433716","113790463","100"
"802","114531278","113884050","100"
"803","111862954","111283498","100"
"804","111863383","111283927","100"
"805","102652820","102585443","100"
"806","100984093","100940061","100"
"807","101358654","101300779","100"
"808","101358354","101300479","100"
"809","101357883","101300044","100"
"810","101358098","101300259","100"
"811","102652986","102585609","100"
"812","114068512","113449364","100"
"813","101409611","101350871","100"
"814","101409749","101351009","100"
"815","101373090","101314985","100"
"816","101372911","101314806","100"
"817","100694498","100663282","100"
"818","101894151","101831875","100"
"819","101894444","101832168","100"
"820","101166678","101115490","100"
"821","102653102","102585725","100"
"822","109621587","109145539","100"
"823","111588174","111009265","100"
"824","107208175","106859629","100"
"825","101006117","100961038","100"
"826","111256980","110683189","100"
"827","102006852","101944097","100"
"828","102007002","101944247","100"
"829","102007129","101944374","100"
"830","104388410","104269606","100"
"831","114601799","113953269","100"
"832","101032677","100986351","100"
"833","114529504","113882294","100"
"834","111257184","110683393","100"
"835","114529158","113881948","100"
"836","114582432","113934131","100"
"837","100946480","100903352","100"
"838","106483766","106166754","100"
"839","113253837","112667225","100"
"840","109621861","109145813","100"
"841","114334889","113699500","100"
"842","102653394","102586017","100"
"843","102653558","102586181","100"
"844","108502967","108097266","100"
"845","113253972","112667360","100"
"846","113188795","112603347","100"
"847","113622099","113023261","100"
"848","104234585","104120925","100"
"849","105826971","105558240","100"
"850","110161954","109649239","100"
"851","114535676","113888358","100"
"852","109624317","109148143","100"
"853","109884000","109391434","100"
"854","106914955","106582163","100"
"855","109624425","109148251","100"
"856","106356583","106043339","100"
"857","113120247","112535445","100"
"858","101179505","101128257","100"
"859","100798313","100759964","100"
"860","100746070","100712948","100"
"861","100918162","100875898","100"
"862","113768765","113162423","100"
"863","108152950","107766966","100"
"864","110493430","109958741","100"
"865","100043585","100040371","100"
"866","102653768","102586391","100"
"867","100721533","100689620","100"
"868","103573197","103479067","100"
"869","101881709","101819664","100"
"870","112987627","112404458","100"
"871","100699256","100667947","100"
"872","100699073","100667764","100"
"873","106731025","106403441","100"
"874","113695540","113093393","100"
"875","113707075","113104960","100"
"876","113951824","113334490","100"
"877","113868549","113253194","100"
"878","114155335","113533942","100"
"879","114064808","113445571","100"
"880","114155774","113534381","100"
"881","114151471","113530078","100"
"882","114151791","113530398","100"
"883","113927180","113310565","100"
"884","114054783","113435582","100"
"885","114054908","113435707","100"
"886","114055164","113435963","100"
"887","114373543","113733559","100"
"888","114208853","113585180","100"
"889","102653912","102586535","100"
"890","114401088","113759234","100"
"891","113254194","112667582","100"
"892","114688352","114037175","100"
"893","107149579","106804089","100"
"894","106624976","106302221","100"
"895","108239580","107846558","100"
"896","100787427","100749638","100"
"897","113145207","112560000","100"
"898","114513498","113866997","100"
"899","113940899","113324085","100"
"900","113964451","113346829","100"
"901","109378399","108913684","100"
"902","107055650","106712946","100"
"903","102144593","102081017","100"
"904","112315244","111734900","100"
"905","109055892","108615634","100"
"906","111877981","111298666","100"
"907","111141319","110573073","100"
"908","104808508","104628344","100"
"909","114639066","113989670","100"
"910","114171314","113549546","100"
"911","108911347","108479152","100"
"912","112021474","111441577","100"
"913","112021841","111441944","100"
"914","112021633","111441736","100"
"915","109378503","108913787","100"
"916","102473632","102407265","100"
"917","103196397","103112253","100"
"918","104603918","104470398","100"
"919","107338443","106984962","100"
"920","102654281","102586904","100"
"921","115016270","114354433","100"
"922","115016483","114354646","100"
"923","113869883","113254474","100"
"924","102398946","102333623","100"
"925","113548223","112955478","100"
"926","106313941","106002612","100"
"927","113003825","112419982","100"
"928","112791628","112210554","100"
"929","102654641","102587264","100"
"930","108655066","108239196","100"
"931","113929202","113312587","100"
"932","113254602","112667961","100"
"933","106372855","106058647","100"
"934","102655172","102587795","100"
"935","113660024","113059483","100"
"936","110439515","109907831","100"
"937","109626070","109149787","100"
"938","102655327","102587950","100"
"939","109626250","109149967","100"
"940","106560972","106239716","100"
"941","114390468","113748972","100"
"942","100329613","100317751","100"
"943","105228652","104987153","100"
"944","107818595","107448635","100"
"945","108709244","108289610","100"
"946","102233007","102169089","100"
"947","102233499","102169581","100"
"948","102233377","102169459","100"
"949","102233173","102169255","100"
"950","102232846","102168928","100"
"951","102036282","101973498","100"
"952","111232126","110659023","100"
"953","109033458","108596169","100"
"954","107915913","107538148","100"
"955","111591335","111012420","100"
"956","111591506","111012591","100"
"957","110647227","110104055","100"
"958","114513026","113866525","100"
"959","114065623","113446386","100"
"960","111601708","111022792","100"
"961","111601882","111022964","100"
"962","114058224","113439022","100"
"963","105416086","105169336","100"
"964","105460520","105212700","100"
"965","100657594","100627281","100"
"966","114047326","113428243","100"
"967","114046144","113427079","100"
"968","114175672","113553627","100"
"969","114057611","113438409","100"
"970","114016286","113397642","100"
"971","113929467","113312852","100"
"972","114513238","113866737","100"
"973","114514040","113867539","100"
"974","114513847","113867346","100"
"975","114514179","113867678","100"
"976","113873531","113258074","100"
"977","102405768","102340441","100"
"978","102405899","102340572","100"
"979","101313823","101256236","100"
"980","109619436","109143460","100"
"981","105572404","105318462","100"
"982","104736876","104573051","100"
"983","114471137","113825833","100"
"984","114893763","114237032","100"
"985","105348464","105103870","100"
"986","109867376","109375505","100"
"987","106435269","106119414","100"
"988","114508571","113862231","100"
"989","102655476","102588099","100"
"990","111295187","110720570","100"
"991","103912595","103807278","100"
"992","102655703","102588326","100"
"993","104879775","104685624","100"
"994","106344962","106031904","100"
"995","113254727","112668086","100"
"996","113009159","112425298","100"
"997","113036527","112452638","100"
"998","113037515","112453626","100"
