"mapid","synsetid","synsetid2","score"
"11983","114148501","113527243","100"
"11984","102461895","102395653","100"
"11985","111882263","111302837","100"
"11986","111882481","111303055","100"
"11987","113879590","113263893","100"
"11988","114207644","113584007","100"
"11989","102953511","102876193","100"
"11990","107024279","106683165","100"
"11991","112917152","112335738","100"
"11992","107054275","106711736","100"
"11993","102954167","102876831","100"
"11994","102954284","102876948","100"
"11995","102954452","102877116","100"
"11996","108401121","108000605","100"
"11997","112497955","111917288","100"
"11998","100875454","100834968","100"
"11999","100875609","100835087","100"
"12000","109755412","109270345","100"
"12001","114613099","113964428","100"
"12002","109755577","109270457","100"
"12003","106661681","106337163","100"
"12004","106567357","106246082","100"
"12005","108261979","107866612","100"
"12006","113684443","113082741","100"
"12007","109755717","109270597","100"
"12008","101089608","101040990","100"
"12009","104411170","104291438","100"
"12010","107277620","106926471","100"
"12011","111431175","110853245","100"
"12012","111431362","110853432","100"
"12013","102024713","101961923","100"
"12014","102024962","101962172","100"
"12015","111604860","111025942","100"
"12016","101601023","101540999","100"
"12017","101601181","101541157","100"
"12018","101600793","101540769","100"
"12019","101600542","101540518","100"
"12020","108602292","108189535","100"
"12021","111462429","110884569","100"
"12022","110725536","110178641","100"
"12023","110726184","110179285","100"
"12024","110899410","110343055","100"
"12025","110725689","110178793","100"
"12026","110725819","110178922","100"
"12027","110725992","110179094","100"
"12028","111060979","110497983","100"
"12029","102955367","102877970","100"
"12030","102955508","102878090","100"
"12031","109053910","108613764","100"
"12032","103814933","103712249","100"
"12033","102956158","102878734","100"
"12034","111263897","110690052","100"
"12035","109541634","109070039","100"
"12036","107973301","107592676","100"
"12037","107915209","107537484","100"
"12038","108297062","107900403","100"
"12039","106145410","105848271","100"
"12040","109755861","109270741","100"
"12041","109105710","108663067","100"
"12042","114608980","113960402","100"
"12043","102956527","102879103","100"
"12044","112691478","112110509","100"
"12045","102274470","102210551","100"
"12046","106021325","105736711","100"
"12047","102010763","101947988","100"
"12048","102010891","101948116","100"
"12049","101427317","101368583","100"
"12050","101427054","101368320","100"
"12051","101427707","101368973","100"
"12052","109105841","108663180","100"
"12053","107716268","107348980","100"
"12054","102956984","102879560","100"
"12055","111987626","111407797","100"
"12056","111987302","111407473","100"
"12057","113537494","112945064","100"
"12058","102957369","102879945","100"
"12059","100902468","100861223","100"
"12060","107694680","107327738","100"
"12061","102957087","102879663","100"
"12062","100313886","100303453","100"
"12063","104006914","103899791","100"
"12064","102957181","102879757","100"
"12065","103092562","103011353","100"
"12066","114081494","113461998","100"
"12067","110386430","109857286","100"
"12068","102957501","102880059","100"
"12069","112165798","111585727","100"
"12070","111883000","111303574","100"
"12071","111893580","111314164","100"
"12072","110726375","110179474","100"
"12073","108401461","108000945","100"
"12074","106883495","106551511","100"
"12075","109501422","109031653","100"
"12076","112154536","111574468","100"
"12077","109106083","108663421","100"
"12078","108194374","107807297","100"
"12079","105166267","104927210","100"
"12080","113842302","113228767","100"
"12081","102137063","102073568","100"
"12082","102444532","102378756","100"
"12083","105520272","105270108","100"
"12084","101610303","101550076","100"
"12085","105429147","105182036","100"
"12086","101258521","101203392","100"
"12087","105260000","105017401","100"
"12088","111531309","110952351","100"
"12089","101167430","101116242","100"
"12090","100007127","100005598","100"
"12091","105622145","105363265","100"
"12092","114134340","113513555","100"
"12093","113599646","113003466","100"
"12094","100040668","100037473","100"
"12095","107207548","106859001","100"
"12096","114347864","113710951","100"
"12097","107037099","106694996","100"
"12098","102957908","102880465","100"
"12099","114817082","114162494","100"
"12100","114799597","114145426","100"
"12101","106686333","106360773","100"
"12102","114817525","114162788","100"
"12103","102958035","102880592","100"
"12104","100659736","100629254","100"
"12105","107837242","107466025","100"
"12106","106671855","106347013","100"
"12107","104608940","104474152","100"
"12108","108313540","107916669","100"
"12109","102958367","102880924","100"
"12110","102601455","102534374","100"
"12111","102356558","102292173","100"
"12112","102958480","102881037","100"
"12113","109106316","108663635","100"
"12114","109756806","109271675","100"
"12115","107260521","106909780","100"
"12116","102125930","102062610","100"
"12117","106574898","106253464","100"
"12118","110726545","110179643","100"
"12119","110726795","110179892","100"
"12120","105189691","104950024","100"
"12121","102958694","102881251","100"
"12122","102342466","102278254","100"
"12123","102342762","102278550","100"
"12124","107693754","107326812","100"
"12125","102342310","102278098","100"
"12126","106671051","106346209","100"
"12127","110344169","109817575","100"
"12128","104034570","103926574","100"
"12129","102958811","102881368","100"
"12130","102342609","102278397","100"
"12131","107277733","106926584","100"
"12132","110727038","110180133","100"
"12133","109191544","108743182","100"
"12134","108587559","108176124","100"
"12135","113492700","112900984","100"
"12136","109106952","108664213","100"
"12137","102360038","102295593","100"
"12138","111276371","110702418","100"
"12139","113448395","112857343","100"
"12140","102959474","102882022","100"
"12141","102959667","102882215","100"
"12142","102959951","102882499","100"
"12143","105384719","105138810","100"
"12144","105385031","105139122","100"
"12145","103048415","102967940","100"
"12146","102959144","102881692","100"
"12147","102959292","102881840","100"
"12148","108014328","107633475","100"
"12149","114622027","113973302","100"
"12150","115067578","114404342","100"
"12151","106456119","106139559","100"
"12152","104993589","104780223","100"
"12153","102469012","102402668","100"
"12154","108853374","108424961","100"
"12155","112309967","111729632","100"
"12156","106847477","106515995","100"
"12157","102468108","102401764","100"
"12158","102468233","102401889","100"
"12159","102469328","102402984","100"
"12160","102469457","102403113","100"
"12161","105468774","105220702","100"
"12162","102167902","102104251","100"
"12163","110768126","110218004","100"
"12164","111081209","110515025","100"
"12165","111095110","110528132","100"
"12166","102281604","102217851","100"
"12167","112236564","111656437","100"
"12168","112236149","111656022","100"
"12169","102960087","102882635","100"
"12170","112238737","111658610","100"
"12171","111445310","110867477","100"
"12172","111465451","110887591","100"
"12173","111456890","110879030","100"
"12174","108956197","108522492","100"
"12175","111456379","110878519","100"
"12176","113486855","112895214","100"
"12177","106731407","106403823","100"
"12178","100209474","100202278","100"
"12179","101234105","101179865","100"
"12180","112528817","111948118","100"
"12181","112532153","111951454","100"
"12182","112528948","111948249","100"
"12183","111456063","110878203","100"
"12184","111457042","110879182","100"
"12185","102960166","102882714","100"
"12186","102960301","102882849","100"
"12187","102960463","102883011","100"
"12188","102960673","102883221","100"
"12189","102961091","102883620","100"
"12190","102960881","102883410","100"
"12191","112022095","111442198","100"
"12192","112360338","111779986","100"
"12193","107346774","106993258","100"
"12194","111741353","111162034","100"
"12195","112579358","111998594","100"
"12196","112580329","111999547","100"
"12197","112579756","111998862","100"
"12198","108781411","108357921","100"
"12199","109757029","109271899","100"
"12200","102961540","102884069","100"
"12201","105000068","104785745","100"
"12202","111555497","110976534","100"
"12203","111483189","110905328","100"
"12204","114028048","113409071","100"
"12205","111482907","110905046","100"
"12206","107707425","107340355","100"
"12207","107722193","107354877","100"
"12208","107603177","107237006","100"
"12209","102961720","102884249","100"
"12210","109107111","108664330","100"
"12211","105558644","105306171","100"
"12212","108401975","108001106","100"
"12213","102961882","102884411","100"
"12214","100804816","100766441","100"
"12215","108263382","107867997","100"
"12216","108465890","108061280","100"
"12217","108512381","113053034","100"
"12218","108512671","113101580","100"
"12219","106017758","105733577","100"
"12220","108491898","108086340","100"
"12221","108402168","108001317","100"
"12222","108500826","108095153","100"
"12223","108403034","108002183","100"
"12224","114476096","113830643","100"
"12225","113871431","113255975","100"
"12226","109757442","109272312","100"
"12227","100930105","100887358","100"
"12228","114049022","113429921","100"
"12229","100636087","100606225","100"
"12230","100849100","100809764","100"
"12231","111320741","110745267","100"
"12232","113271948","112684242","100"
"12233","106025716","105740938","100"
"12234","105249262","105006971","100"
"12235","105368276","105123132","100"
"12236","105378203","105132457","100"
"12237","111363740","105006971","100"
"12238","103728136","103628477","100"
"12239","102962994","102885433","100"
"12240","109757558","109272428","100"
"12241","102963173","102885612","100"
"12242","102963330","102885751","100"
"12243","102963491","102885913","100"
"12244","109176905","108729735","100"
"12245","100818726","100780248","100"
"12246","112807449","112226215","100"
"12247","113875065","113259590","100"
"12248","105206700","104966106","100"
"12249","114148643","113527367","100"
"12250","114599362","113950858","100"
"12251","114768162","114114357","100"
"12252","114600264","113951752","100"
"12253","114600434","113951922","100"
"12254","102963757","102886187","100"
"12255","114768348","114114543","100"
"12256","114768807","114115001","100"
"12257","114609324","113960746","100"
"12258","105537305","105286680","100"
"12259","111657673","111078729","100"
"12260","111657871","111078927","100"
"12261","111658011","111079067","100"
"12262","113668832","113068328","100"
"12263","109549449","109077006","100"
"12264","106866335","106534711","100"
"12265","102964043","102886454","100"
"12266","109370489","108906328","100"
"12267","112240842","111660715","100"
"12268","112241296","111661169","100"
"12269","112241666","111661539","100"
"12270","103458338","103368089","100"
"12271","103055962","102975259","100"
"12272","114610430","113961834","100"
"12273","105245346","105003146","100"
"12274","111945809","111366316","100"
"12275","111946128","111366635","100"
"12276","110361474","109833825","100"
"12277","102964156","102886567","100"
"12278","102964263","102886674","100"
"12279","100646507","100616421","100"
"12280","109758114","109272789","100"
"12281","113540631","112947990","100"
"12282","113438032","112846980","100"
"12283","113521614","112929413","100"
"12284","111779556","111200234","100"
"12285","111780106","111200790","100"
"12286","111780279","111200963","100"
"12287","111780946","111201630","100"
"12288","111781341","111202025","100"
"12289","111780521","111201205","100"
"12290","112122378","111542305","100"
"12291","112122831","111542758","100"
"12292","112122999","111542926","100"
"12293","112123148","111543075","100"
"12294","109107404","108664587","100"
"12295","113485063","112893422","100"
"12296","109758265","109272940","100"
"12297","115052026","114389891","100"
"12298","108937167","108503890","100"
"12299","102964772","102887183","100"
"12300","110232296","109714124","100"
"12301","113687749","113085931","100"
"12302","105740296","105476120","100"
"12303","108404018","108003095","100"
"12304","105042735","104823359","100"
"12305","108404473","108003550","100"
"12306","108404249","108003326","100"
"12307","108404603","108003680","100"
"12308","106176307","105876620","100"
"12309","102964907","102887318","100"
"12310","106176440","105876753","100"
"12311","113484596","112892955","100"
"12312","100929329","100886582","100"
"12313","102965638","102887865","100"
"12314","105667104","105405115","100"
"12315","113448615","112857563","100"
"12316","113478676","112887172","100"
"12317","113484815","112893174","100"
"12318","101765885","101704536","100"
"12319","102965753","102887980","100"
"12320","108596404","108184003","100"
"12321","113497317","112905557","100"
"12322","109557873","109085202","100"
"12323","108581246","108170279","100"
"12324","108235305","107842283","100"
"12325","105379302","105133501","100"
"12326","102459896","102393654","100"
"12327","108405843","108004865","100"
"12328","106886946","106555053","100"
"12329","105424470","105177449","100"
"12330","102966028","102888255","100"
"12331","108014650","107633797","100"
"12332","108228070","107835047","100"
"12333","105412828","105166168","100"
"12334","103466760","103376378","100"
"12335","108990117","108555352","100"
"12336","108058593","107675866","100"
"12337","114363910","113724763","100"
"12338","114933330","114275319","100"
"12339","105161952","104922962","100"
"12340","106843679","106512474","100"
"12341","105296261","105053356","100"
"12342","105296463","105053558","100"
"12343","105296053","105053148","100"
"12344","105586133","105330039","100"
"12345","105910604","105635425","100"
"12346","105018836","104801566","100"
"12347","112782274","112201201","100"
"12348","112782436","112201363","100"
"12349","102537954","102471071","100"
"12350","102537724","102470841","100"
"12351","108188532","107801681","100"
"12352","102966647","102888872","100"
"12353","111269888","110695989","100"
"12354","102966748","102888973","100"
"12355","113272532","112684808","100"
"12356","102966875","102889100","100"
"12357","105378716","105132953","100"
"12358","115075344","114411974","100"
"12359","111270041","110696142","100"
"12360","101439786","101381055","100"
"12361","106132740","105836829","100"
"12362","109758876","109273550","100"
"12363","101778251","101716852","100"
"12364","101778380","101716981","100"
"12365","108404948","108004025","100"
"12366","111582319","111003300","100"
"12367","105376859","105131149","100"
"12368","102535835","102468952","100"
"12369","102536165","102469282","100"
"12370","102543123","102476240","100"
"12371","102543272","102476389","100"
"12372","101805202","101743767","100"
"12373","101805621","101744186","100"
"12374","101805508","101744073","100"
"12375","112344737","111764382","100"
"12376","112344962","111764607","100"
"12377","111637116","111058351","100"
"12378","105210680","104969800","100"
"12379","111925240","111345830","100"
"12380","109759071","109273727","100"
"12381","109770075","109283692","100"
"12382","114135372","113514550","100"
"12383","111883233","111303819","100"
"12384","111883570","111304156","100"
"12385","101457968","101398493","100"
"12386","101457742","101398267","100"
"12387","102967126","102889351","100"
"12388","114127317","113506848","100"
"12389","105296706","105053801","100"
"12390","114150861","113529468","100"
"12391","101912126","101849732","100"
"12392","101449566","101390347","100"
"12393","101449722","101390503","100"
"12394","102967447","102889634","100"
"12395","101948389","101885844","100"
"12396","101948189","101885644","100"
"12397","101534100","101474398","100"
"12398","101534241","101474539","100"
"12399","102967580","102889767","100"
"12400","102967717","102889904","100"
"12401","112616181","112035110","100"
"12402","111481457","110903596","100"
"12403","111481646","110903785","100"
"12404","102968169","102890356","100"
"12405","112616376","112035305","100"
"12406","102026667","101963883","100"
"12407","102027099","101964315","100"
"12408","105688280","105425989","100"
"12409","102147258","102083682","100"
"12410","102968268","102890455","100"
"12411","102968466","102890653","100"
"12412","110304179","109780215","100"
"12413","100921562","100879242","100"
"12414","102274599","102210680","100"
"12415","101934135","101871704","100"
"12416","101734925","101674225","100"
"12417","111639658","111060876","100"
"12418","111640050","111061268","100"
"12419","111640208","111061426","100"
"12420","102968632","102890819","100"
"12421","114538411","113890985","100"
"12422","102175736","102112056","100"
"12423","102175873","102112193","100"
"12424","102493657","102427128","100"
"12425","102494006","102427477","100"
"12426","112324898","111744534","100"
"12427","112618834","112037778","100"
"12428","112619002","112037946","100"
"12429","111534779","110955821","100"
"12430","111534957","110955999","100"
"12431","102181548","102117852","100"
"12432","102181179","102117483","100"
"12433","101684956","101624371","100"
"12434","101685184","101624599","100"
"12435","101685481","101624903","100"
"12436","113001592","112417765","100"
"12437","113001740","112417913","100"
"12438","113001918","112418091","100"
"12439","101694363","101633732","100"
"12440","112795822","112214612","100"
"12441","112796000","112214790","100"
"12442","112796170","112214960","100"
"12443","102370558","102305546","100"
"12444","102370672","102305660","100"
"12445","111435553","110857641","100"
"12446","109356517","108894093","100"
"12447","101906197","101843820","100"
"12448","111535304","110956346","100"
"12449","111535442","110956482","100"
"12450","111535589","110956627","100"
"12451","112325507","111745143","100"
"12452","112329845","111749484","100"
"12453","112345216","111764861","100"
"12454","112345723","111765368","100"
"12455","102463287","102397027","100"
"12456","102236012","102172094","100"
"12457","102461337","102395095","100"
"12458","102462235","102395975","100"
"12459","102462793","102396533","100"
"12460","102462958","102396698","100"
"12461","102462647","102396387","100"
"12462","112911624","112330181","100"
"12463","112911816","112330373","100"
"12464","112910725","112329282","100"
"12465","102968769","102890956","100"
"12466","102968862","102891049","100"
"12467","111973743","111394209","100"
"12468","105417587","105170819","100"
"12469","105296861","105053956","100"
"12470","105417285","105170535","100"
"12471","113919976","113303490","100"
"12472","105418241","105171473","100"
"12473","105408985","105162363","100"
"12474","114179058","113556905","100"
"12475","113907212","113291197","100"
"12476","105408824","105162202","100"
"12477","113914906","113298509","100"
"12478","105296974","105054069","100"
"12479","105700135","105437665","100"
"12480","114152140","113530747","100"
"12481","105435495","105188331","100"
"12482","105423808","105176780","100"
"12483","102968966","102891153","100"
"12484","103835652","103732746","100"
"12485","107349012","106995452","100"
"12486","100536112","100514299","100"
"12487","104856534","104665302","100"
"12488","114610594","113961998","100"
"12489","111677311","111098332","100"
"12490","104907427","104707323","100"
"12491","114416704","113774172","100"
"12492","112419148","111838583","100"
"12493","112419269","111838704","100"
"12494","101978239","101915591","100"
"12495","104697941","104544855","100"
"12496","101571490","101511673","100"
"12497","101571801","101511978","100"
"12498","101571033","101511277","100"
"12499","113192880","112607432","100"
"12500","106390810","106076182","100"
"12501","113225713","112639520","100"
"12502","113210702","112625030","100"
"12503","107739988","107372224","100"
"12504","109759206","109273862","100"
"12505","106466929","106150333","100"
"12506","105627443","105368238","100"
"12507","114610684","113962088","100"
"12508","114897193","114240408","100"
"12509","114476213","113830760","100"
"12510","110727426","110180518","100"
"12511","102969222","102891409","100"
"12512","114113856","113493952","100"
"12513","105455314","105207761","100"
"12514","105500073","105250669","100"
"12515","105437877","105190713","100"
"12516","105203307","104962791","100"
"12517","105298853","105055948","100"
"12518","105519067","105268903","100"
"12519","114148820","113527544","100"
"12520","114068807","113449641","100"
"12521","102407855","102342528","100"
"12522","102407505","102342178","100"
"12523","105240137","104998211","100"
"12524","102408737","102343392","100"
"12525","102408926","102343581","100"
"12526","102409656","102344311","100"
"12527","102409334","102343989","100"
"12528","101808707","101747272","100"
"12529","110732602","110185298","100"
"12530","110816648","110264136","100"
"12531","111099614","110532578","100"
"12532","110696247","110150832","100"
"12533","114440558","113796939","100"
"12534","107261180","106910439","100"
"12535","102969422","102891609","100"
"12536","101900863","101838540","100"
"12537","101901016","101838693","100"
"12538","101907582","101845187","100"
"12539","101907737","101845342","100"
"12540","112733664","112152645","100"
"12541","112733833","112152814","100"
"12542","112734029","112153010","100"
"12543","101901220","101838897","100"
"12544","101901340","101839017","100"
"12545","102042263","101979479","100"
"12546","102042484","101979664","100"
"12547","113013194","112429350","100"
"12548","102154156","102090563","100"
"12549","102154285","102090692","100"
"12550","102153979","102090386","100"
"12551","101467609","101408122","100"
"12552","101467376","101407889","100"
"12553","112823273","112242034","100"
"12554","112823428","112242189","100"
"12555","114610822","113962226","100"
"12556","109107860","108665054","100"
"12557","112313106","111732769","100"
"12558","111537667","110958705","100"
"12559","112210799","111630734","100"
"12560","114853651","114197890","100"
"12561","110727710","110180800","100"
"12562","114409689","113767315","100"
"12563","109770328","109283945","100"
"12564","113403527","112813171","100"
"12565","113864355","113249285","100"
"12566","108045902","107664147","100"
"12567","100530213","100508518","100"
"12568","108360071","107961541","100"
"12569","106152494","105854979","100"
"12570","114909102","114252019","100"
"12571","101781203","101719804","100"
"12572","102464079","102397819","100"
"12573","102969678","102891865","100"
"12574","109558104","109085433","100"
"12575","113497449","112905689","100"
"12576","106891723","106559858","100"
"12577","111782329","111203013","100"
"12578","112456029","111875403","100"
"12579","112456348","111875722","100"
"12580","112456501","111875875","100"
"12581","102589892","102522810","100"
"12582","101258678","101203548","100"
"12583","101882418","101820374","100"
"12584","102580414","102513351","100"
"12585","102580557","102513494","100"
"12586","102581306","102514243","100"
"12587","102580742","102513679","100"
"12588","101903918","101841577","100"
"12589","111805434","111226113","100"
"12590","101512348","101452717","100"
"12591","107394053","107036937","100"
"12592","102969975","102892144","100"
"12593","102970109","102892278","100"
"12594","106898169","106566106","100"
"12595","110727927","110181015","100"
"12596","106835631","106504497","100"
"12597","107405629","107047513","100"
"12598","106820074","106488297","100"
"12599","111215880","110643564","100"
"12600","111145354","110577045","100"
"12601","109759656","109274312","100"
"12602","102970971","102893140","100"
"12603","113016331","112432472","100"
"12604","108130297","107744887","100"
"12605","106537524","106216648","100"
"12606","111294265","110719684","100"
"12607","109268911","108813403","100"
"12608","102537442","102470559","100"
"12609","102971254","102893423","100"
"12610","102971408","102893577","100"
"12611","102971772","102893941","100"
"12612","102971939","102894108","100"
"12613","102972197","102894108","100"
"12614","102970858","102893027","100"
"12615","103545986","103452934","100"
"12616","103848066","103744855","100"
"12617","102972753","102894813","100"
"12618","110312324","109787690","100"
"12619","109759801","109274457","100"
"12620","100584622","100559876","100"
"12621","102973123","102895181","100"
"12622","101842060","101780521","100"
"12623","114014174","113395638","100"
"12624","102196163","102132452","100"
"12625","102195934","102132223","100"
"12626","102196597","102132886","100"
"12627","102196734","102133023","100"
"12628","114476379","113830926","100"
"12629","114476516","113831063","100"
"12630","101815043","101753581","100"
"12631","113448088","112857036","100"
"12632","102973228","102895286","100"
"12633","102973360","102895418","100"
"12634","112745143","112164103","100"
"12635","114644201","113994688","100"
"12636","102973790","102895774","100"
"12637","102973960","102895944","100"
"12638","100880714","100839897","100"
"12639","114888019","114231434","100"
"12640","107576090","107210423","100"
"12641","110375015","109846771","100"
"12642","102974045","102896029","100"
"12643","101258880","101203749","100"
"12644","114841999","114186583","100"
"12645","101575064","101515235","100"
"12646","101575190","101515361","100"
"12647","112325923","111745559","100"
"12648","111468044","110890194","100"
"12649","111468507","110890657","100"
"12650","112346113","111765758","100"
"12651","112346381","111766026","100"
"12652","112066000","111486049","100"
"12653","112066142","111486189","100"
"12654","101675646","101615070","100"
"12655","101675962","101615386","100"
"12656","101675123","101614540","100"
"12657","111781694","111202378","100"
"12658","106930010","106596251","100"
"12659","108205082","107812953","100"
"12660","108135441","107749865","100"
"12661","101948953","101886408","100"
"12662","109760252","109274908","100"
"12663","102974669","102896653","100"
"12664","110728299","110181385","100"
"12665","102974803","102896787","100"
"12666","101633085","101572676","100"
"12667","102806360","102733760","100"
"12668","102974925","102896909","100"
"12669","102975014","102896998","100"
"12670","102976013","102897987","100"
"12671","114567513","113919422","100"
"12672","102975107","102897091","100"
"12673","111726423","111147274","100"
"12674","114612000","113963368","100"
"12675","109760663","109275301","100"
"12676","108813318","108387023","100"
"12677","107823598","107453620","100"
"12678","103337020","103249907","100"
"12679","111281243","110707164","100"
"12680","110728605","110181689","100"
"12681","108806155","108380977","100"
"12682","112363111","111782779","100"
"12683","105957496","105679751","100"
"12684","100217565","100209984","100"
"12685","107201045","106852933","100"
"12686","105790244","105523373","100"
"12687","102975427","102897411","100"
"12688","109761302","109275859","100"
"12689","100584723","100559959","100"
"12690","113995716","113377641","100"
"12691","114023823","113404932","100"
"12692","102975679","102897663","100"
"12693","100166195","100160123","100"
"12694","109388832","108924095","100"
"12695","109345103","108883396","100"
"12696","109396543","108931660","100"
"12697","108606898","108194131","100"
"12698","100105034","100100338","100"
"12699","100269920","100261163","100"
"12700","100346075","100333748","100"
"12701","100342706","100330444","100"
"12702","100372200","100359080","100"
"12703","114955404","114296651","100"
"12704","107210982","106862418","100"
"12705","100347674","100335194","100"
"12706","105718575","105455026","100"
"12707","100400353","100386791","100"
"12708","100195517","100188512","100"
"12709","100539220","100517160","100"
"12710","104677862","104528819","100"
"12711","104679107","104529418","100"
"12712","107314751","106962143","100"
"12713","109108400","108665574","100"
"12714","102571305","102504323","100"
"12715","115086357","114422093","100"
"12716","102496912","102430383","100"
"12717","108483908","108078407","100"
"12718","102997977","102919188","100"
"12719","101127520","101078086","100"
"12720","106179525","105879838","100"
"12721","102491410","102424881","100"
"12722","114999929","114338445","100"
"12723","101013007","100967716","100"
"12724","106296993","105986440","100"
"12725","106938352","106604378","100"
"12726","102977020","102898994","100"
"12727","106953218","106618106","100"
"12728","101238983","101184865","100"
"12729","109109065","108666215","100"
"12730","105792520","105525105","100"
"12731","108323572","107926491","100"
"12732","101804794","101743359","100"
"12733","112014878","111434998","100"
"12734","112390827","111810285","100"
"12735","112697054","112116084","100"
"12736","107578087","107212416","100"
"12737","103459694","103369427","100"
"12738","108997010","108561980","100"
"12739","101018764","100973072","100"
"12740","109810517","109321581","100"
"12741","109762125","109141308","100"
"12742","102927879","102851337","100"
"12743","109762360","109276682","100"
"12744","100584844","100560044","100"
"12745","104551091","104427188","100"
"12746","110729031","110182113","100"
"12747","101259289","101204156","100"
"12748","101395549","101336897","100"
"12749","101395103","101336451","100"
"12750","102559188","102492297","100"
"12751","102558832","102491941","100"
"12752","102559078","102492187","100"
"12753","102977985","102899940","100"
"12754","109763215","109277501","100"
"12755","106629455","106306200","100"
"12756","106605286","106282926","100"
"12757","106402796","106088130","100"
"12758","109763329","109277615","100"
"12759","106905529","106573350","100"
"12760","100455046","100436021","100"
"12761","102002189","101939434","100"
"12762","102003187","101940432","100"
"12763","102001492","101938737","100"
"12764","102003718","101940963","100"
"12765","102003909","101941154","100"
"12766","102004239","101941484","100"
"12767","102004046","101941291","100"
"12768","101394903","101336251","100"
"12769","104905381","104705449","100"
"12770","110730224","110183280","100"
"12771","114020110","113401376","100"
"12772","102978571","102900502","100"
"12773","112976063","112393076","100"
"12774","102979211","102901142","100"
"12775","113203278","112617758","100"
"12776","113202997","112617477","100"
"12777","113203686","112618166","100"
"12778","109763781","109278067","100"
"12779","109763936","109278222","100"
"12780","113153496","112568239","100"
"12781","106416610","106101465","100"
"12782","113453299","112862228","100"
"12783","109295980","108838011","100"
"12784","106902626","106570531","100"
"12785","101723919","101663252","100"
"12786","101724056","101663389","100"
"12787","104609331","104474435","100"
"12788","107357911","107003635","100"
"12789","104631165","104492576","100"
"12790","113189310","112603862","100"
"12791","104776667","104602893","100"
"12792","110612733","110070865","100"
"12793","100108280","100103273","100"
"12794","110180490","109666198","100"
"12795","100739093","100706152","100"
"12796","110730375","110183430","100"
"12797","108725601","108305123","100"
"12798","105803972","105536388","100"
"12799","109087696","108646048","100"
"12800","110969920","110409314","100"
"12801","110765848","110215742","100"
"12802","110750999","110201646","100"
"12803","110709293","110163418","100"
"12804","111114407","110546682","100"
"12805","110750060","110200726","100"
"12806","110761337","110211417","100"
"12807","110772437","110222221","100"
"12808","110869669","110314848","100"
"12809","111210041","110637782","100"
"12810","110785275","110234274","100"
"12811","110960096","110400125","100"
"12812","110687484","110142597","100"
"12813","110912844","110354812","100"
"12814","110901943","110345291","100"
"12815","111006266","110444470","100"
"12816","110814211","110261730","100"
"12817","110862293","110307597","100"
"12818","110847544","110294150","100"
"12819","110939850","110380362","100"
"12820","111065231","110501685","100"
"12821","111011329","110449483","100"
"12822","111233344","110660216","100"
"12823","110845529","110292303","100"
"12824","110853361","110299402","100"
"12825","110869468","110314648","100"
"12826","110731827","110184761","100"
"12827","110814952","110262466","100"
"12828","110736943","110189593","100"
"12829","110963267","110403240","100"
"12830","110952001","110392080","100"
"12831","110956033","110396088","100"
"12832","110972016","110411361","100"
"12833","111037449","110474981","100"
"12834","111122876","110555064","100"
"12835","110862442","110307745","100"
"12836","111165594","110595820","100"
"12837","111151484","110583027","100"
"12838","111099236","110532202","100"
"12839","109109390","108666539","100"
"12840","111092181","110525222","100"
"12841","111060862","110497867","100"
"12842","110730958","110183971","100"
"12843","111111828","110544589","100"
"12844","110731341","110184296","100"
"12845","111226693","110653654","100"
"12846","110731547","110184492","100"
"12847","111103399","110536340","100"
"12848","111217415","110645074","100"
"12849","111222514","110649657","100"
"12850","102979871","102901766","100"
"12851","114169463","113547702","100"
"12852","110838256","110285171","100"
"12853","110703963","110158114","100"
"12854","110748953","110199782","100"
"12855","107510296","107145125","100"
"12856","108703674","108284142","100"
"12857","109109585","108666733","100"
"12858","102980188","102902081","100"
"12859","102384459","102319211","100"
"12860","109356687","108894255","100"
"12861","101394709","101336057","100"
"12862","112815628","112234394","100"
"12863","102428642","102363272","100"
"12864","102428775","102363405","100"
"12865","109764541","109278791","100"
"12866","108296147","107899487","100"
"12867","109764390","109278640","100"
"12868","102980451","102902344","100"
"12869","105880323","105608406","100"
"12870","109765028","109279242","100"
"12871","107331790","106978436","100"
"12872","110337744","109811262","100"
"12873","110010526","109507497","100"
"12874","107984847","107603716","100"
"12875","106152336","105854821","100"
"12876","109109742","108666890","100"
"12877","100528808","100507113","100"
"12878","104641937","104502382","100"
"12879","106624567","106301812","100"
"12880","102980854","102902747","100"
"12881","106273966","105964645","100"
"12882","106532048","106211325","100"
"12883","102980974","102902867","100"
"12884","101813443","101751999","100"
"12885","101813572","101752128","100"
"12886","109109867","108667015","100"
"12887","113075351","112491320","100"
"12888","113180979","112595621","100"
"12889","110732459","110185156","100"
"12890","109762705","109277009","100"
"12891","109762838","109277142","100"
"12892","112211367","111631300","100"
"12893","114888766","114232181","100"
"12894","101841755","101780216","100"
"12895","107476406","107111803","100"
"12896","110855864","110301684","100"
"12897","110038286","109534208","100"
"12898","113206357","112620837","100"
"12899","109766397","109280384","100"
"12900","109849611","109358656","100"
"12901","100743175","100710126","100"
"12902","109766481","109280468","100"
"12903","108875785","108446183","100"
"12904","100139088","100133369","100"
"12905","100139225","100133506","100"
"12906","113450209","112859157","100"
"12907","106728309","106400779","100"
"12908","109766985","109280943","100"
"12909","106727232","106399871","100"
"12910","113208636","112622964","100"
"12911","106420488","106104936","100"
"12912","106421377","106105825","100"
"12913","113241567","112655146","100"
"12914","112019101","111439219","100"
