"302490631","2936","p"
"302492383","12858","p"
"302492981","38834","ip"
"302493300","118067","p"
"302502016","145976","p"
"302503900","133252","a"
"302521183","142266","a"
"302522669","109611","a"
"302524900","137575","p"
"302524900","137576","p"
"302527588","122839","a"
"302528206","21652","a"
"302528206","132676","a"
"302528206","132684","a"
"302542325","97632","p"
"302542325","102733","p"
"302545385","74999","p"
"302545484","75001","p"
"302552646","15947","p"
"302552646","15956","a"
"302557023","81651","a"
"302558184","58855","p"
"302561752","144561","a"
"302563466","11521","a"
"302565425","37561","p"
"302565425","68288","p"
"302568076","142189","ip"
"302586206","145976","p"
"302586446","85760","a"
"302687822","22471","ip"
"302725548","45517","ip"
